umur,status_pekerjaan,status_pernikahan
20,karyawan tetap,cerai
65,buruh,belum menikah
30,buruh,cerai
68,pegawai tetap,janda
41,pekerja informal,janda
28,karyawan tetap,janda
23,pns,janda
59,buruh,janda
18,pegawai tetap,janda
40,karyawan tetap,menikah
71,pengangguran,janda
26,buruh,menikah
23,pns,menikah
55,pegawai tetap,janda
56,karyawan tetap,cerai
43,wirausaha,janda
57,pegawai tetap,menikah
49,wirausaha,belum menikah
68,wirausaha,belum menikah
55,pekerja informal,janda
61,pegawai tetap,cerai
47,karyawan tetap,belum menikah
58,pengangguran,menikah
20,wirausaha,menikah
68,pengangguran,janda
48,pengangguran,duda
54,pns,cerai
54,wirausaha,belum menikah
61,pekerja informal,belum menikah
52,karyawan tetap,janda
49,wirausaha,duda
19,wirausaha,cerai
51,pns,belum menikah
70,pegawai tetap,belum menikah
40,buruh,belum menikah
57,wirausaha,janda
50,wirausaha,janda
30,buruh,menikah
46,pegawai tetap,menikah
31,buruh,duda
54,pengangguran,cerai
79,pegawai tetap,janda
73,pengangguran,belum menikah
75,wirausaha,belum menikah
50,karyawan tetap,cerai
75,karyawan tetap,cerai
43,pekerja informal,janda
33,pns,janda
27,karyawan tetap,belum menikah
37,buruh,duda
27,wirausaha,cerai
18,pns,duda
49,pns,menikah
68,karyawan tetap,duda
57,pengangguran,janda
40,karyawan tetap,cerai
29,pegawai tetap,janda
45,pekerja informal,janda
66,pns,janda
54,karyawan tetap,menikah
56,karyawan tetap,menikah
64,pegawai tetap,janda
59,pns,belum menikah
32,pengangguran,janda
19,pengangguran,janda
42,pns,duda
63,buruh,belum menikah
71,pegawai tetap,janda
28,pns,duda
78,pekerja informal,menikah
59,buruh,janda
39,karyawan tetap,janda
45,wirausaha,belum menikah
38,buruh,janda
22,pengangguran,cerai
78,pekerja informal,menikah
47,karyawan tetap,janda
28,pegawai tetap,menikah
34,pegawai tetap,cerai
37,buruh,janda
42,pegawai tetap,duda
30,karyawan tetap,janda
41,buruh,menikah
21,pengangguran,belum menikah
55,pengangguran,duda
77,pegawai tetap,belum menikah
42,pekerja informal,duda
51,buruh,janda
51,karyawan tetap,menikah
58,karyawan tetap,cerai
78,pekerja informal,cerai
30,pegawai tetap,belum menikah
50,pekerja informal,menikah
66,wirausaha,belum menikah
38,karyawan tetap,menikah
76,pns,cerai
76,karyawan tetap,cerai
48,wirausaha,duda
28,pegawai tetap,belum menikah
51,buruh,duda
41,buruh,cerai
50,buruh,cerai
34,pegawai tetap,janda
52,wirausaha,duda
34,buruh,janda
68,karyawan tetap,duda
51,pengangguran,menikah
78,pns,duda
51,wirausaha,duda
35,pekerja informal,menikah
37,karyawan tetap,cerai
33,karyawan tetap,menikah
34,pengangguran,belum menikah
23,pegawai tetap,belum menikah
49,pegawai tetap,duda
52,pns,menikah
65,pns,belum menikah
74,karyawan tetap,cerai
75,karyawan tetap,janda
56,pengangguran,menikah
57,karyawan tetap,janda
29,pns,janda
40,wirausaha,janda
56,pegawai tetap,cerai
61,pengangguran,menikah
37,pekerja informal,janda
62,buruh,cerai
18,buruh,belum menikah
62,pegawai tetap,belum menikah
53,pekerja informal,menikah
67,wirausaha,belum menikah
68,wirausaha,belum menikah
44,pengangguran,menikah
79,wirausaha,cerai
45,pekerja informal,janda
27,pns,belum menikah
27,pegawai tetap,duda
29,buruh,cerai
20,karyawan tetap,duda
57,pengangguran,cerai
34,pekerja informal,duda
44,pegawai tetap,belum menikah
77,wirausaha,duda
18,buruh,menikah
71,pns,menikah
26,pengangguran,duda
34,wirausaha,duda
46,pekerja informal,duda
63,pegawai tetap,menikah
73,pengangguran,cerai
37,pegawai tetap,menikah
36,wirausaha,janda
63,pekerja informal,duda
79,pengangguran,menikah
22,pengangguran,belum menikah
61,pekerja informal,belum menikah
31,karyawan tetap,duda
42,pekerja informal,janda
24,pns,janda
33,pegawai tetap,duda
70,pegawai tetap,menikah
67,pns,belum menikah
36,pns,cerai
28,pns,janda
71,wirausaha,belum menikah
74,pekerja informal,janda
57,pekerja informal,cerai
55,pns,janda
59,pegawai tetap,belum menikah
29,pns,cerai
66,pekerja informal,belum menikah
67,pengangguran,duda
49,wirausaha,belum menikah
69,pns,menikah
57,pengangguran,cerai
26,buruh,janda
36,pekerja informal,cerai
55,pegawai tetap,janda
29,pns,belum menikah
36,karyawan tetap,cerai
71,pegawai tetap,janda
28,pengangguran,duda
62,buruh,janda
28,pekerja informal,menikah
26,pengangguran,duda
19,buruh,janda
42,pekerja informal,menikah
18,pegawai tetap,cerai
31,pns,menikah
58,karyawan tetap,cerai
18,pengangguran,duda
64,karyawan tetap,cerai
51,pekerja informal,belum menikah
78,buruh,menikah
60,pekerja informal,duda
35,wirausaha,menikah
74,buruh,duda
74,karyawan tetap,menikah
38,wirausaha,belum menikah
35,buruh,belum menikah
65,pns,duda
28,karyawan tetap,belum menikah
34,karyawan tetap,menikah
21,buruh,menikah
53,pekerja informal,menikah
18,pengangguran,menikah
63,pegawai tetap,cerai
44,karyawan tetap,janda
64,pengangguran,janda
30,pekerja informal,duda
62,wirausaha,janda
18,pegawai tetap,cerai
22,pns,janda
57,wirausaha,belum menikah
74,pegawai tetap,cerai
58,pengangguran,belum menikah
35,buruh,cerai
66,karyawan tetap,cerai
71,buruh,menikah
48,wirausaha,menikah
35,wirausaha,cerai
19,pns,belum menikah
18,wirausaha,janda
57,karyawan tetap,cerai
76,pegawai tetap,duda
29,pns,duda
60,pengangguran,janda
78,pekerja informal,janda
22,karyawan tetap,menikah
76,karyawan tetap,janda
38,wirausaha,duda
37,pengangguran,menikah
59,pengangguran,duda
49,buruh,duda
68,wirausaha,belum menikah
39,pegawai tetap,duda
43,wirausaha,duda
79,pengangguran,duda
75,pengangguran,duda
56,wirausaha,belum menikah
71,pekerja informal,belum menikah
29,pengangguran,cerai
76,pekerja informal,janda
51,pns,cerai
26,pns,menikah
78,pekerja informal,janda
60,buruh,duda
63,pns,belum menikah
64,pegawai tetap,belum menikah
20,pegawai tetap,janda
59,pengangguran,janda
44,karyawan tetap,janda
28,pengangguran,duda
25,pegawai tetap,belum menikah
67,pegawai tetap,cerai
70,buruh,cerai
32,pns,duda
66,buruh,duda
57,buruh,cerai
30,pekerja informal,cerai
51,pns,belum menikah
46,karyawan tetap,menikah
22,pengangguran,menikah
76,pns,janda
30,buruh,janda
37,pengangguran,belum menikah
76,pns,janda
26,pegawai tetap,cerai
62,pekerja informal,janda
36,buruh,duda
47,pengangguran,belum menikah
75,pekerja informal,menikah
52,karyawan tetap,janda
22,buruh,janda
50,pengangguran,menikah
21,pengangguran,janda
58,pns,duda
36,buruh,menikah
77,karyawan tetap,belum menikah
76,wirausaha,menikah
48,pegawai tetap,duda
48,pns,janda
49,karyawan tetap,duda
74,buruh,janda
34,buruh,belum menikah
38,pns,janda
57,pengangguran,janda
52,pengangguran,cerai
46,pegawai tetap,duda
32,buruh,duda
32,pekerja informal,duda
18,pekerja informal,menikah
20,pns,janda
40,pengangguran,belum menikah
69,pekerja informal,cerai
35,wirausaha,duda
21,pns,belum menikah
65,wirausaha,janda
22,pekerja informal,duda
34,pns,janda
52,pekerja informal,janda
79,pegawai tetap,cerai
77,buruh,duda
38,karyawan tetap,menikah
76,karyawan tetap,cerai
36,pns,cerai
26,pekerja informal,menikah
69,pekerja informal,duda
50,karyawan tetap,belum menikah
77,pns,menikah
30,buruh,janda
64,pengangguran,duda
51,pengangguran,janda
27,pengangguran,cerai
63,pegawai tetap,janda
74,pengangguran,janda
22,wirausaha,janda
25,wirausaha,belum menikah
26,karyawan tetap,janda
46,pengangguran,menikah
61,pns,duda
19,karyawan tetap,cerai
64,pengangguran,menikah
76,karyawan tetap,menikah
53,wirausaha,janda
51,pegawai tetap,menikah
21,pengangguran,duda
64,pns,belum menikah
76,pns,menikah
34,buruh,cerai
38,pengangguran,menikah
46,pengangguran,cerai
72,pengangguran,belum menikah
71,pegawai tetap,duda
61,pns,belum menikah
75,pengangguran,cerai
25,wirausaha,belum menikah
63,pegawai tetap,belum menikah
20,karyawan tetap,menikah
75,karyawan tetap,belum menikah
31,pns,cerai
62,pengangguran,menikah
23,buruh,janda
43,pengangguran,duda
56,pengangguran,duda
71,pengangguran,menikah
55,pns,belum menikah
21,karyawan tetap,menikah
66,pns,duda
40,pegawai tetap,duda
69,pekerja informal,cerai
36,wirausaha,menikah
79,pns,janda
54,pns,janda
40,karyawan tetap,duda
24,buruh,janda
25,pegawai tetap,duda
74,pegawai tetap,cerai
52,pengangguran,cerai
28,pegawai tetap,cerai
38,pekerja informal,menikah
26,buruh,cerai
74,buruh,janda
43,pns,belum menikah
22,buruh,duda
43,buruh,duda
57,karyawan tetap,duda
28,pengangguran,janda
44,pegawai tetap,belum menikah
51,karyawan tetap,duda
51,buruh,menikah
64,pegawai tetap,cerai
73,pegawai tetap,cerai
73,karyawan tetap,cerai
41,wirausaha,cerai
22,pns,belum menikah
27,pengangguran,menikah
28,pegawai tetap,belum menikah
31,pekerja informal,belum menikah
53,pns,belum menikah
35,wirausaha,janda
55,pegawai tetap,janda
78,pns,menikah
48,pengangguran,belum menikah
73,pegawai tetap,duda
74,pengangguran,janda
61,pekerja informal,menikah
38,pengangguran,belum menikah
37,pekerja informal,janda
34,pengangguran,janda
61,wirausaha,cerai
60,pekerja informal,cerai
30,pengangguran,menikah
57,buruh,duda
43,karyawan tetap,menikah
55,buruh,belum menikah
26,pns,cerai
65,pns,cerai
34,pns,menikah
75,buruh,cerai
57,wirausaha,menikah
50,pekerja informal,janda
21,pegawai tetap,duda
43,pegawai tetap,cerai
75,pengangguran,cerai
77,wirausaha,menikah
57,pekerja informal,duda
19,pekerja informal,duda
36,pegawai tetap,belum menikah
46,pns,janda
78,wirausaha,duda
72,pekerja informal,menikah
28,pekerja informal,belum menikah
43,wirausaha,menikah
32,pengangguran,duda
27,wirausaha,janda
74,pengangguran,duda
79,buruh,cerai
38,pns,belum menikah
36,pekerja informal,belum menikah
41,pekerja informal,belum menikah
23,wirausaha,menikah
52,pekerja informal,menikah
18,buruh,cerai
39,pns,belum menikah
25,pekerja informal,belum menikah
51,karyawan tetap,belum menikah
32,buruh,belum menikah
33,pekerja informal,belum menikah
56,pekerja informal,belum menikah
25,wirausaha,belum menikah
40,pekerja informal,duda
24,pekerja informal,duda
59,wirausaha,cerai
55,karyawan tetap,janda
55,pengangguran,duda
29,karyawan tetap,duda
23,karyawan tetap,janda
34,pegawai tetap,menikah
78,pengangguran,duda
28,wirausaha,menikah
69,wirausaha,janda
67,buruh,belum menikah
47,pengangguran,cerai
40,pekerja informal,cerai
43,pekerja informal,menikah
67,pns,belum menikah
27,buruh,menikah
26,pegawai tetap,janda
58,pekerja informal,janda
25,pegawai tetap,belum menikah
18,pekerja informal,belum menikah
49,pns,janda
72,pekerja informal,menikah
27,wirausaha,belum menikah
61,pns,janda
30,buruh,menikah
29,wirausaha,menikah
61,karyawan tetap,duda
38,pegawai tetap,duda
37,pengangguran,belum menikah
33,pengangguran,menikah
68,pengangguran,janda
45,karyawan tetap,duda
32,pegawai tetap,belum menikah
32,pengangguran,duda
33,karyawan tetap,belum menikah
59,pengangguran,menikah
66,pegawai tetap,cerai
43,pengangguran,cerai
71,pegawai tetap,janda
24,pegawai tetap,belum menikah
39,pegawai tetap,duda
20,buruh,janda
37,karyawan tetap,janda
21,buruh,janda
23,pengangguran,duda
31,buruh,belum menikah
24,pns,menikah
48,karyawan tetap,cerai
50,pengangguran,belum menikah
71,pegawai tetap,cerai
42,karyawan tetap,cerai
55,pns,duda
75,pegawai tetap,menikah
79,wirausaha,cerai
27,karyawan tetap,menikah
39,pekerja informal,janda
53,pns,belum menikah
47,wirausaha,duda
56,buruh,duda
51,pengangguran,menikah
74,wirausaha,janda
77,pekerja informal,janda
45,pns,janda
28,pengangguran,belum menikah
51,pekerja informal,belum menikah
36,wirausaha,menikah
20,wirausaha,menikah
79,wirausaha,menikah
38,pegawai tetap,janda
62,pekerja informal,menikah
25,pengangguran,cerai
21,wirausaha,janda
67,karyawan tetap,janda
74,pns,janda
75,pengangguran,janda
53,karyawan tetap,duda
30,pns,belum menikah
18,wirausaha,belum menikah
57,pegawai tetap,janda
22,pns,duda
40,pengangguran,janda
74,pns,janda
29,wirausaha,menikah
66,pengangguran,menikah
19,wirausaha,belum menikah
79,wirausaha,cerai
24,karyawan tetap,menikah
34,pns,belum menikah
74,buruh,cerai
20,pengangguran,menikah
44,pekerja informal,cerai
35,pengangguran,janda
54,buruh,janda
44,buruh,duda
41,pegawai tetap,duda
62,buruh,belum menikah
59,pengangguran,cerai
22,wirausaha,menikah
26,wirausaha,belum menikah
65,pegawai tetap,janda
72,karyawan tetap,menikah
78,pegawai tetap,cerai
64,pekerja informal,duda
59,pns,menikah
21,buruh,duda
59,pengangguran,janda
68,pengangguran,janda
32,wirausaha,belum menikah
56,pengangguran,menikah
27,karyawan tetap,cerai
68,pns,belum menikah
59,pegawai tetap,belum menikah
79,wirausaha,belum menikah
36,wirausaha,duda
18,pekerja informal,cerai
20,buruh,belum menikah
18,pegawai tetap,duda
65,pengangguran,menikah
22,pns,janda
57,karyawan tetap,cerai
40,pekerja informal,belum menikah
77,pns,menikah
67,pegawai tetap,menikah
76,karyawan tetap,belum menikah
43,buruh,duda
20,pns,belum menikah
36,pengangguran,cerai
59,pekerja informal,belum menikah
79,karyawan tetap,janda
29,pengangguran,cerai
28,karyawan tetap,menikah
34,buruh,cerai
75,pegawai tetap,belum menikah
46,buruh,cerai
62,pegawai tetap,duda
25,karyawan tetap,belum menikah
31,pekerja informal,duda
55,karyawan tetap,cerai
75,buruh,janda
35,karyawan tetap,belum menikah
33,wirausaha,janda
55,pns,cerai
24,buruh,janda
36,pekerja informal,menikah
35,pegawai tetap,janda
61,wirausaha,cerai
73,wirausaha,janda
24,pegawai tetap,menikah
69,pekerja informal,duda
38,karyawan tetap,cerai
68,pns,belum menikah
47,karyawan tetap,janda
66,karyawan tetap,cerai
20,pns,janda
71,pegawai tetap,janda
32,pengangguran,janda
44,wirausaha,janda
29,pekerja informal,belum menikah
26,wirausaha,menikah
42,karyawan tetap,duda
67,pegawai tetap,menikah
19,pengangguran,duda
25,wirausaha,duda
24,buruh,duda
33,wirausaha,menikah
61,pns,menikah
33,wirausaha,duda
58,pekerja informal,janda
52,pengangguran,duda
24,wirausaha,janda
50,pekerja informal,janda
53,pegawai tetap,cerai
36,buruh,menikah
67,pegawai tetap,menikah
47,pns,cerai
44,wirausaha,menikah
29,wirausaha,belum menikah
67,pengangguran,duda
38,pns,duda
49,karyawan tetap,duda
51,wirausaha,cerai
35,pns,duda
76,pekerja informal,duda
32,wirausaha,janda
41,karyawan tetap,menikah
75,pegawai tetap,cerai
33,buruh,duda
23,pekerja informal,menikah
35,pegawai tetap,janda
25,pekerja informal,belum menikah
38,buruh,cerai
23,pengangguran,belum menikah
71,pns,cerai
59,karyawan tetap,duda
44,karyawan tetap,janda
63,pekerja informal,menikah
35,pekerja informal,janda
76,wirausaha,janda
42,pns,cerai
68,pns,janda
28,pekerja informal,menikah
44,pns,duda
76,pekerja informal,janda
36,pns,janda
69,pegawai tetap,menikah
76,pengangguran,janda
79,pengangguran,belum menikah
61,pegawai tetap,duda
48,karyawan tetap,duda
57,karyawan tetap,duda
46,buruh,menikah
32,pns,cerai
23,wirausaha,duda
38,pegawai tetap,cerai
40,pekerja informal,janda
68,wirausaha,janda
26,pengangguran,cerai
20,wirausaha,janda
77,karyawan tetap,menikah
42,pengangguran,menikah
29,wirausaha,cerai
75,karyawan tetap,duda
48,wirausaha,duda
23,pegawai tetap,menikah
54,pns,duda
63,pegawai tetap,duda
78,buruh,cerai
62,pekerja informal,duda
41,buruh,janda
39,karyawan tetap,belum menikah
45,pns,belum menikah
65,pekerja informal,duda
18,pns,duda
74,buruh,cerai
30,pekerja informal,belum menikah
47,wirausaha,cerai
64,buruh,menikah
66,pengangguran,cerai
38,pegawai tetap,cerai
47,karyawan tetap,cerai
47,karyawan tetap,duda
18,pns,janda
34,karyawan tetap,belum menikah
51,karyawan tetap,janda
37,wirausaha,menikah
75,buruh,menikah
29,buruh,cerai
40,pekerja informal,belum menikah
21,pns,janda
55,karyawan tetap,menikah
60,pegawai tetap,menikah
22,pengangguran,belum menikah
77,karyawan tetap,belum menikah
62,pns,belum menikah
27,pns,cerai
64,karyawan tetap,janda
73,pekerja informal,menikah
51,pegawai tetap,belum menikah
76,pegawai tetap,menikah
64,pengangguran,duda
31,pekerja informal,belum menikah
67,pekerja informal,duda
55,pns,janda
48,karyawan tetap,duda
22,pns,belum menikah
67,pekerja informal,menikah
45,pengangguran,belum menikah
37,buruh,menikah
23,wirausaha,janda
75,pns,cerai
60,pegawai tetap,janda
66,wirausaha,belum menikah
61,pns,menikah
23,pengangguran,belum menikah
67,karyawan tetap,janda
49,pns,cerai
31,karyawan tetap,menikah
39,wirausaha,belum menikah
29,pegawai tetap,duda
22,pns,janda
27,pns,janda
38,pns,duda
28,buruh,duda
21,buruh,menikah
42,pengangguran,cerai
30,wirausaha,belum menikah
54,pengangguran,duda
21,wirausaha,belum menikah
65,buruh,belum menikah
60,pengangguran,belum menikah
29,karyawan tetap,menikah
74,pegawai tetap,duda
70,pns,cerai
66,pns,menikah
55,pengangguran,cerai
75,buruh,menikah
58,buruh,cerai
79,pekerja informal,janda
33,pengangguran,janda
43,karyawan tetap,belum menikah
57,buruh,belum menikah
69,pekerja informal,duda
59,pegawai tetap,belum menikah
53,karyawan tetap,belum menikah
72,wirausaha,duda
56,pegawai tetap,cerai
65,pns,janda
26,wirausaha,cerai
69,pekerja informal,janda
51,pengangguran,cerai
60,buruh,belum menikah
32,pengangguran,cerai
62,pns,duda
45,pekerja informal,duda
29,wirausaha,belum menikah
27,pegawai tetap,belum menikah
40,pegawai tetap,janda
26,buruh,cerai
73,wirausaha,duda
62,pns,duda
55,pengangguran,menikah
58,karyawan tetap,menikah
68,pengangguran,menikah
29,wirausaha,menikah
73,pekerja informal,menikah
31,pekerja informal,janda
27,pns,duda
72,karyawan tetap,belum menikah
69,pekerja informal,menikah
52,pegawai tetap,cerai
64,karyawan tetap,janda
77,karyawan tetap,janda
60,pekerja informal,menikah
45,karyawan tetap,menikah
33,pns,duda
76,pengangguran,menikah
29,pns,duda
60,pengangguran,duda
34,wirausaha,janda
24,pengangguran,menikah
63,pns,cerai
72,wirausaha,belum menikah
68,karyawan tetap,belum menikah
49,pns,belum menikah
40,pengangguran,janda
28,wirausaha,cerai
46,karyawan tetap,janda
36,karyawan tetap,janda
76,pegawai tetap,duda
42,wirausaha,duda
27,pengangguran,duda
33,pegawai tetap,cerai
67,karyawan tetap,menikah
65,buruh,janda
23,pengangguran,janda
62,wirausaha,cerai
38,pns,menikah
36,pengangguran,janda
64,buruh,cerai
57,pns,belum menikah
65,pegawai tetap,duda
48,pekerja informal,belum menikah
57,pekerja informal,janda
36,pegawai tetap,menikah
63,karyawan tetap,belum menikah
74,pekerja informal,janda
72,pns,cerai
22,karyawan tetap,cerai
53,pns,cerai
64,pekerja informal,duda
32,wirausaha,janda
78,karyawan tetap,cerai
31,wirausaha,menikah
60,pengangguran,menikah
51,karyawan tetap,cerai
30,buruh,duda
37,pekerja informal,belum menikah
49,pekerja informal,duda
48,pns,belum menikah
23,karyawan tetap,belum menikah
67,pegawai tetap,belum menikah
76,pegawai tetap,menikah
75,pengangguran,belum menikah
72,karyawan tetap,cerai
18,karyawan tetap,duda
67,wirausaha,janda
64,karyawan tetap,menikah
73,buruh,janda
48,pengangguran,cerai
51,pegawai tetap,duda
26,karyawan tetap,duda
23,karyawan tetap,cerai
65,wirausaha,duda
62,karyawan tetap,cerai
25,pengangguran,duda
18,karyawan tetap,duda
19,karyawan tetap,cerai
68,karyawan tetap,belum menikah
30,pekerja informal,belum menikah
69,pengangguran,menikah
56,pns,belum menikah
19,wirausaha,menikah
18,pengangguran,cerai
52,pegawai tetap,duda
38,pns,belum menikah
76,wirausaha,menikah
79,pengangguran,duda
28,pns,janda
74,buruh,belum menikah
63,wirausaha,menikah
52,wirausaha,belum menikah
64,pekerja informal,belum menikah
61,pengangguran,duda
38,pengangguran,cerai
40,buruh,duda
73,pns,cerai
56,pengangguran,menikah
48,pns,janda
45,pns,cerai
43,pegawai tetap,janda
57,karyawan tetap,duda
25,pekerja informal,menikah
64,pekerja informal,belum menikah
64,wirausaha,menikah
22,karyawan tetap,duda
75,wirausaha,cerai
22,pengangguran,cerai
70,wirausaha,janda
23,wirausaha,belum menikah
74,pengangguran,janda
54,pns,duda
53,pns,duda
32,wirausaha,cerai
18,buruh,janda
32,pns,duda
73,pns,duda
33,pekerja informal,cerai
76,pengangguran,belum menikah
76,pekerja informal,belum menikah
38,pengangguran,belum menikah
60,wirausaha,duda
28,pns,duda
62,pns,menikah
58,wirausaha,cerai
71,wirausaha,cerai
76,pekerja informal,menikah
64,pegawai tetap,menikah
37,wirausaha,duda
74,pekerja informal,duda
27,wirausaha,menikah
78,pns,menikah
20,pns,cerai
60,buruh,menikah
70,wirausaha,cerai
44,pekerja informal,janda
55,pegawai tetap,duda
63,pengangguran,cerai
19,wirausaha,duda
43,pekerja informal,belum menikah
69,buruh,cerai
79,buruh,menikah
46,karyawan tetap,menikah
26,buruh,janda
77,wirausaha,belum menikah
70,pengangguran,duda
69,pekerja informal,duda
71,buruh,belum menikah
35,karyawan tetap,belum menikah
74,karyawan tetap,cerai
70,karyawan tetap,cerai
43,pns,duda
69,buruh,belum menikah
26,buruh,janda
74,wirausaha,janda
54,pekerja informal,janda
75,buruh,menikah
65,buruh,cerai
38,karyawan tetap,belum menikah
52,pns,menikah
34,pns,janda
58,pns,menikah
74,pns,janda
72,buruh,janda
59,pegawai tetap,duda
61,karyawan tetap,cerai
21,wirausaha,cerai
53,pns,cerai
25,karyawan tetap,belum menikah
60,pns,cerai
57,pengangguran,janda
29,pns,belum menikah
62,pns,belum menikah
63,karyawan tetap,janda
19,pengangguran,menikah
57,pekerja informal,duda
78,pns,belum menikah
45,karyawan tetap,janda
46,buruh,cerai
32,pekerja informal,janda
27,buruh,belum menikah
64,pekerja informal,janda
73,pekerja informal,cerai
27,buruh,duda
63,karyawan tetap,belum menikah
47,wirausaha,janda
59,buruh,janda
78,wirausaha,cerai
65,buruh,janda
71,pns,janda
51,pengangguran,belum menikah
53,wirausaha,cerai
72,buruh,duda
72,pns,belum menikah
24,wirausaha,cerai
50,wirausaha,menikah
52,pekerja informal,cerai
46,wirausaha,janda
55,karyawan tetap,janda
32,pekerja informal,menikah
37,pekerja informal,duda
70,pns,cerai
26,pegawai tetap,janda
60,pns,duda
65,pegawai tetap,janda
39,pengangguran,duda
36,wirausaha,duda
46,karyawan tetap,cerai
79,pengangguran,janda
28,pengangguran,belum menikah
72,pegawai tetap,belum menikah
75,pengangguran,janda
34,wirausaha,menikah
75,pengangguran,cerai
33,pegawai tetap,belum menikah
58,pegawai tetap,menikah
23,pengangguran,duda
62,pengangguran,menikah
20,pengangguran,cerai
44,pns,duda
73,karyawan tetap,menikah
79,pegawai tetap,belum menikah
54,buruh,duda
50,pegawai tetap,duda
20,pengangguran,janda
28,pengangguran,belum menikah
45,pegawai tetap,belum menikah
18,buruh,janda
63,pns,cerai
60,wirausaha,menikah
60,buruh,duda
73,pns,duda
50,pegawai tetap,cerai
72,pengangguran,menikah
60,pegawai tetap,janda
37,pegawai tetap,menikah
32,wirausaha,belum menikah
47,wirausaha,cerai
39,buruh,janda
29,buruh,cerai
26,buruh,duda
74,buruh,belum menikah
34,pengangguran,janda
62,pengangguran,belum menikah
32,pengangguran,menikah
65,pengangguran,menikah
63,pengangguran,cerai
39,pengangguran,janda
22,pekerja informal,cerai
46,pekerja informal,belum menikah
37,pegawai tetap,cerai
53,buruh,cerai
52,pegawai tetap,belum menikah
45,buruh,duda
77,pekerja informal,menikah
75,karyawan tetap,menikah
55,wirausaha,belum menikah
63,wirausaha,cerai
27,pns,belum menikah
74,pegawai tetap,belum menikah
28,pekerja informal,janda
47,pns,cerai
18,wirausaha,belum menikah
38,pekerja informal,janda
46,buruh,menikah
58,karyawan tetap,duda
54,karyawan tetap,belum menikah
27,pekerja informal,cerai
65,karyawan tetap,cerai
19,karyawan tetap,menikah
52,pegawai tetap,cerai
65,pengangguran,janda
63,pegawai tetap,menikah
29,pengangguran,janda
22,pengangguran,menikah
36,pns,menikah
21,buruh,janda
22,buruh,janda
58,buruh,cerai
63,karyawan tetap,duda
28,buruh,cerai
25,wirausaha,belum menikah
45,pns,belum menikah
75,buruh,janda
41,pengangguran,janda
63,pns,cerai
41,pns,janda
34,pns,belum menikah
23,pengangguran,menikah
63,pengangguran,janda
76,wirausaha,menikah
74,pegawai tetap,janda
47,wirausaha,menikah
27,wirausaha,menikah
33,pengangguran,belum menikah
20,karyawan tetap,janda
45,buruh,belum menikah
67,pengangguran,janda
65,buruh,cerai
38,karyawan tetap,cerai
78,pekerja informal,duda
79,pekerja informal,belum menikah
34,buruh,belum menikah
24,wirausaha,duda
49,karyawan tetap,cerai
74,pns,duda
78,wirausaha,janda
57,pekerja informal,janda
30,pengangguran,duda
24,buruh,janda
75,pekerja informal,cerai
34,pns,cerai
73,buruh,duda
29,wirausaha,janda
54,karyawan tetap,duda
73,buruh,duda
61,karyawan tetap,duda
26,buruh,belum menikah
52,wirausaha,belum menikah
40,pns,duda
51,pegawai tetap,duda
65,karyawan tetap,belum menikah
74,pegawai tetap,menikah
18,pegawai tetap,menikah
72,pekerja informal,duda
23,pengangguran,menikah
55,buruh,cerai
62,karyawan tetap,belum menikah
76,wirausaha,duda
51,wirausaha,janda
75,pegawai tetap,janda
46,pekerja informal,menikah
51,karyawan tetap,cerai
25,buruh,janda
72,pns,janda
26,pegawai tetap,duda
56,pegawai tetap,cerai
26,pengangguran,janda
40,wirausaha,menikah
44,buruh,janda
62,pengangguran,menikah
47,pegawai tetap,belum menikah
63,buruh,janda
63,karyawan tetap,menikah
42,buruh,duda
77,pengangguran,belum menikah
78,pegawai tetap,belum menikah
68,karyawan tetap,janda
51,pengangguran,duda
58,pekerja informal,menikah
44,pns,duda
54,pekerja informal,belum menikah
19,wirausaha,cerai
20,buruh,duda
75,pns,belum menikah
49,buruh,janda
21,pegawai tetap,cerai
35,pekerja informal,cerai
20,pegawai tetap,cerai
36,wirausaha,cerai
52,karyawan tetap,belum menikah
79,karyawan tetap,duda
56,buruh,menikah
66,pekerja informal,janda
34,wirausaha,belum menikah
35,wirausaha,menikah
63,pekerja informal,duda
69,pekerja informal,janda
65,pegawai tetap,duda
62,pekerja informal,duda
23,karyawan tetap,duda
19,pengangguran,belum menikah
55,wirausaha,belum menikah
42,wirausaha,menikah
27,buruh,duda
46,pegawai tetap,duda
46,karyawan tetap,cerai
72,pns,belum menikah
74,pegawai tetap,belum menikah
21,karyawan tetap,janda
18,pekerja informal,duda
45,wirausaha,duda
69,karyawan tetap,janda
34,wirausaha,janda
37,pegawai tetap,janda
22,pekerja informal,belum menikah
59,pegawai tetap,menikah
22,wirausaha,cerai
56,buruh,janda
55,pns,duda
22,buruh,belum menikah
36,karyawan tetap,cerai
27,pns,belum menikah
49,pns,menikah
44,pekerja informal,menikah
41,pekerja informal,menikah
23,pns,belum menikah
28,karyawan tetap,menikah
54,pengangguran,cerai
41,pns,janda
72,pns,cerai
76,pekerja informal,cerai
39,pns,janda
52,buruh,belum menikah
37,wirausaha,janda
31,pegawai tetap,janda
50,pegawai tetap,menikah
38,buruh,duda
23,pns,belum menikah
45,pengangguran,belum menikah
29,pekerja informal,menikah
52,pekerja informal,janda
67,wirausaha,janda
68,pns,menikah
38,karyawan tetap,janda
29,pengangguran,belum menikah
22,pengangguran,menikah
33,pekerja informal,duda
59,pekerja informal,menikah
