penghasilan,jumlah_tanggungan,kondisi_rumah,status_pekerjaan,pendidikan,lama_tinggal_tahun,layak_subsidi
3109818,2,layak,tidak bekerja,SMP,5,0
4095010,1,layak,buruh harian,SMA,19,0
1863663,5,tidak layak,petani,Diploma,22,1
1502420,0,tidak layak,PNS,SMA,2,0
3843236,2,layak,karyawan,SD,22,0
2987755,4,layak,wirausaha,SMA,26,0
2363501,3,layak,PNS,Sarjana,17,0
2616449,1,tidak layak,karyawan,SD,10,0
1825816,3,tidak layak,buruh harian,SD,21,1
1910681,3,tidak layak,petani,SD,21,1
1516409,3,tidak layak,buruh harian,SMA,21,1
1403119,5,tidak layak,wirausaha,Sarjana,29,0
2076941,4,tidak layak,PNS,SMA,7,0
1876110,4,sederhana,buruh harian,SMA,21,1
3833552,2,tidak layak,karyawan,SD,18,0
1163834,3,sederhana,petani,SMP,1,1
1431374,2,tidak layak,tidak bekerja,SMA,12,1
1671009,5,sederhana,buruh harian,SMA,17,1
1158588,2,sederhana,tidak bekerja,SMA,16,1
2328263,3,layak,PNS,SMA,5,0
1854016,2,tidak layak,petani,SD,8,1
4351463,5,layak,karyawan,SMA,13,0
4810948,3,layak,PNS,SMP,1,0
1383934,4,layak,karyawan,SD,16,0
1552467,0,sederhana,karyawan,Diploma,22,0
1330817,3,sederhana,petani,SMP,21,1
1094018,5,sederhana,buruh harian,SMA,5,1
3276787,3,layak,tidak bekerja,SMA,18,0
1928479,4,tidak layak,buruh harian,SMP,15,1
1403081,5,sederhana,petani,Sarjana,13,1
1841531,2,sederhana,petani,Sarjana,22,1
4885180,5,tidak layak,PNS,SMA,6,0
4959077,1,sederhana,buruh harian,SD,12,0
1527035,1,layak,PNS,SD,23,0
1815131,4,sederhana,petani,SMA,1,1
4627447,3,layak,PNS,SD,12,0
4909663,4,sederhana,buruh harian,SMP,24,0
1769598,5,sederhana,tidak bekerja,SMP,8,1
1923875,3,sederhana,petani,SMA,23,1
4530409,4,sederhana,buruh harian,Diploma,29,0
1239968,2,sederhana,petani,SD,14,1
2983509,0,sederhana,petani,SD,20,0
1536226,4,tidak layak,buruh harian,SMP,23,1
1642613,2,sederhana,buruh harian,Sarjana,11,1
1780641,5,sederhana,petani,SMP,2,1
2514542,2,layak,PNS,SMA,22,0
2526318,0,tidak layak,petani,Sarjana,20,0
4816126,2,tidak layak,buruh harian,SMP,27,0
1227897,2,sederhana,tidak bekerja,SD,5,1
4681887,0,sederhana,wirausaha,SMA,4,0
2554623,4,tidak layak,buruh harian,SMP,13,0
1852746,4,sederhana,tidak bekerja,SD,15,1
1990198,2,tidak layak,petani,SMP,19,1
1600530,2,sederhana,buruh harian,Sarjana,4,1
1612121,2,layak,buruh harian,SMA,25,0
1027712,4,sederhana,tidak bekerja,SD,15,1
1288859,4,tidak layak,tidak bekerja,SD,24,1
1715460,5,tidak layak,petani,SMA,3,1
1667689,2,sederhana,buruh harian,SMP,11,1
1269114,4,tidak layak,tidak bekerja,SMP,27,1
1080257,1,layak,karyawan,Sarjana,3,0
1328821,4,sederhana,buruh harian,SD,19,1
1317537,3,sederhana,petani,SD,6,1
1534003,5,tidak layak,tidak bekerja,SMP,22,1
2803740,5,sederhana,PNS,SMA,21,0
1928479,4,tidak layak,buruh harian,SMP,15,1
4239536,2,sederhana,PNS,Diploma,13,0
3055723,0,layak,tidak bekerja,SMA,21,0
1460796,2,layak,PNS,SMP,10,0
1912826,2,tidak layak,tidak bekerja,SD,24,1
1163834,3,sederhana,petani,SMP,1,1
2902787,2,layak,PNS,SD,8,0
1125991,3,tidak layak,tidak bekerja,SD,28,1
4815144,1,sederhana,karyawan,SMP,2,0
2859234,1,layak,petani,Sarjana,28,0
1137023,5,sederhana,buruh harian,SMP,1,1
1345266,4,sederhana,petani,SD,8,1
1112990,4,layak,karyawan,SD,10,0
1564678,4,tidak layak,buruh harian,SMA,16,1
2803649,4,sederhana,karyawan,SMA,2,0
4784146,1,sederhana,petani,Sarjana,26,0
1647008,5,tidak layak,petani,SMP,22,1
3381412,3,sederhana,tidak bekerja,SD,10,0
1094018,5,sederhana,buruh harian,SMA,5,1
2390281,2,tidak layak,petani,Diploma,8,0
1912826,2,tidak layak,tidak bekerja,SD,24,1
1404772,5,tidak layak,buruh harian,SMP,20,1
1608746,5,tidak layak,buruh harian,SD,10,1
1269114,4,tidak layak,tidak bekerja,SMP,27,1
1915015,1,tidak layak,wirausaha,SMP,22,0
3179897,2,layak,wirausaha,SMA,9,0
4177945,0,tidak layak,karyawan,SMA,6,0
4338442,5,sederhana,PNS,SMA,16,0
1461243,3,tidak layak,petani,SD,20,1
1564678,4,tidak layak,buruh harian,SMA,16,1
1967561,3,tidak layak,tidak bekerja,Diploma,29,1
1076077,4,sederhana,tidak bekerja,Diploma,21,1
2257100,5,sederhana,wirausaha,SMA,27,0
1422381,4,sederhana,tidak bekerja,SMP,9,1
1748013,4,tidak layak,petani,SMA,23,1
1422381,4,sederhana,tidak bekerja,SMP,9,1
1060545,5,tidak layak,tidak bekerja,SD,27,1
3268185,1,sederhana,karyawan,Diploma,21,0
1786958,3,sederhana,tidak bekerja,SMP,25,1
1825816,3,tidak layak,buruh harian,SD,21,1
4958809,3,layak,PNS,Diploma,8,0
4849033,1,layak,petani,SD,15,0
4002740,2,tidak layak,PNS,Sarjana,11,0
2530814,1,sederhana,PNS,Diploma,12,0
1825816,3,tidak layak,buruh harian,SD,21,1
2725690,0,sederhana,PNS,SMP,23,0
1170102,1,sederhana,petani,SMP,29,0
1461243,3,tidak layak,petani,SD,20,1
2577222,2,layak,karyawan,SMP,4,0
1865139,4,sederhana,petani,SMA,26,1
1741426,4,sederhana,buruh harian,SMP,5,1
1578688,4,layak,tidak bekerja,Diploma,15,0
1497562,4,sederhana,petani,SMA,20,1
1115359,4,tidak layak,buruh harian,SMP,15,1
1478007,4,tidak layak,petani,SMA,9,1
1389954,3,tidak layak,buruh harian,Diploma,6,1
4264908,2,tidak layak,wirausaha,SMA,18,0
1003051,5,tidak layak,petani,SMP,11,1
3366610,1,sederhana,PNS,SD,8,0
3660149,2,layak,tidak bekerja,SMA,19,0
1795600,4,tidak layak,buruh harian,SMP,1,1
4543555,0,layak,wirausaha,Diploma,14,0
1312250,2,tidak layak,tidak bekerja,Diploma,15,1
1967561,3,tidak layak,tidak bekerja,Diploma,29,1
1379989,4,sederhana,buruh harian,SD,3,1
2616449,1,tidak layak,karyawan,SD,10,0
1000126,4,sederhana,buruh harian,SMA,22,1
1917040,3,tidak layak,tidak bekerja,SMA,14,1
1870123,4,tidak layak,tidak bekerja,SD,19,1
2391405,3,layak,karyawan,Sarjana,29,0
1547993,2,tidak layak,buruh harian,SMP,21,1
3305276,3,layak,tidak bekerja,SD,3,0
1034707,2,sederhana,petani,SMP,24,1
4672277,2,layak,buruh harian,SMP,8,0
3229180,2,layak,PNS,SD,13,0
1116492,5,tidak layak,buruh harian,SMA,17,1
2061339,5,sederhana,tidak bekerja,SD,12,0
1454418,5,sederhana,buruh harian,SMA,19,1
1403322,3,sederhana,buruh harian,SMP,6,1
1536226,4,tidak layak,buruh harian,SMP,23,1
1116381,5,sederhana,buruh harian,Diploma,20,1
2574833,0,layak,PNS,Diploma,4,0
1862522,3,tidak layak,tidak bekerja,SD,2,1
1027712,4,sederhana,tidak bekerja,SD,15,1
1239017,1,sederhana,karyawan,SMP,2,0
2613447,3,sederhana,karyawan,SD,19,0
1667689,2,sederhana,buruh harian,SMP,11,1
1863663,5,tidak layak,petani,Diploma,22,1
2457640,1,tidak layak,wirausaha,Diploma,15,0
1924044,2,sederhana,tidak bekerja,SMP,5,1
1924044,2,sederhana,tidak bekerja,SMP,5,1
3551503,4,sederhana,tidak bekerja,SMP,17,0
1570451,3,tidak layak,buruh harian,SD,2,1
4021097,1,tidak layak,buruh harian,SMP,29,0
1002352,4,sederhana,buruh harian,SMA,21,1
1560315,1,layak,buruh harian,SMP,17,0
1231915,5,sederhana,tidak bekerja,SMP,3,1
1454418,5,sederhana,buruh harian,SMA,19,1
1403322,3,sederhana,buruh harian,SMP,6,1
1624771,4,sederhana,buruh harian,SMA,15,1
1026734,4,sederhana,buruh harian,SMP,29,1
1461243,3,tidak layak,petani,SD,20,1
1324912,4,sederhana,tidak bekerja,SD,3,1
1554399,4,tidak layak,buruh harian,SMA,24,1
3245218,3,tidak layak,PNS,SMP,21,0
1491450,5,tidak layak,petani,SMA,15,1
1705552,2,tidak layak,buruh harian,SMP,1,1
3521279,2,tidak layak,buruh harian,SMP,28,0
1978080,4,tidak layak,petani,SMP,5,1
1472501,0,sederhana,karyawan,SMA,25,0
4086622,0,sederhana,karyawan,SMP,27,0
2316189,1,layak,tidak bekerja,SMP,19,0
1445101,2,tidak layak,buruh harian,SMP,24,1
1575919,2,sederhana,buruh harian,SMA,7,1
1952246,4,tidak layak,petani,SMP,23,1
1444191,5,tidak layak,tidak bekerja,SMP,28,1
1159292,1,sederhana,karyawan,SD,16,0
1647008,5,tidak layak,petani,SMP,22,1
2690696,3,layak,PNS,SMP,14,0
1671009,5,sederhana,buruh harian,SMA,17,1
3621780,5,sederhana,tidak bekerja,SMA,10,0
4585825,5,sederhana,tidak bekerja,SD,3,0
1443316,1,sederhana,tidak bekerja,SD,9,0
1215048,5,sederhana,tidak bekerja,Diploma,24,1
1863403,5,tidak layak,karyawan,SD,19,0
1271967,2,sederhana,petani,SD,14,1
1308449,2,tidak layak,tidak bekerja,SMA,6,1
1753315,4,sederhana,tidak bekerja,SMP,16,1
1912826,2,tidak layak,tidak bekerja,SD,24,1
1986753,5,tidak layak,petani,SMP,23,1
1023275,5,tidak layak,tidak bekerja,SD,28,1
2213261,2,tidak layak,buruh harian,SMA,28,0
1939903,4,tidak layak,tidak bekerja,SMA,2,1
1467010,4,tidak layak,buruh harian,Diploma,2,1
2669595,3,sederhana,karyawan,SMA,12,0
4539004,4,layak,wirausaha,SD,4,0
4709765,3,layak,PNS,SD,15,0
1863663,5,tidak layak,petani,Diploma,22,1
1654224,5,sederhana,petani,SMA,29,1
1939903,4,tidak layak,tidak bekerja,SMA,2,1
1133554,2,sederhana,buruh harian,SD,21,1
1932883,3,tidak layak,tidak bekerja,SMA,6,1
2755856,3,sederhana,karyawan,Diploma,20,0
1841965,2,sederhana,karyawan,SD,2,0
4544839,5,sederhana,tidak bekerja,SMP,18,0
1279713,1,sederhana,PNS,SMA,13,0
1572212,5,tidak layak,tidak bekerja,SMA,24,1
2526322,4,layak,PNS,Diploma,27,0
1823346,3,tidak layak,buruh harian,SMA,22,1
1670688,2,sederhana,petani,SD,10,1
3975605,4,sederhana,wirausaha,SMP,2,0
3745683,2,layak,wirausaha,SMP,9,0
4740047,1,tidak layak,buruh harian,SMA,7,0
1063037,4,tidak layak,buruh harian,SD,21,1
2755692,0,tidak layak,petani,SMA,11,0
1608746,5,tidak layak,buruh harian,SD,10,1
1516409,3,tidak layak,buruh harian,SMA,21,1
3636694,4,sederhana,petani,SD,16,0
1748013,4,tidak layak,petani,SMA,23,1
3548421,2,tidak layak,karyawan,SMA,1,0
1187771,4,sederhana,buruh harian,Sarjana,25,1
1795600,4,tidak layak,buruh harian,SMP,1,1
1445101,2,tidak layak,buruh harian,SMP,24,1
1870123,4,tidak layak,tidak bekerja,SD,19,1
1497562,4,sederhana,petani,SMA,20,1
1654811,3,sederhana,petani,SMP,2,1
2553731,1,tidak layak,karyawan,SMP,11,0
1023429,5,sederhana,tidak bekerja,SMA,9,1
1337827,5,sederhana,buruh harian,SD,28,1
1910681,3,tidak layak,petani,SD,21,1
1327025,4,tidak layak,tidak bekerja,SMA,15,1
1841531,2,sederhana,petani,Sarjana,22,1
1157702,0,sederhana,PNS,SD,26,0
1796657,2,sederhana,tidak bekerja,Diploma,1,1
1125991,3,tidak layak,tidak bekerja,SD,28,1
4760343,3,layak,petani,SD,28,0
1245546,3,sederhana,buruh harian,SMA,5,1
4022583,4,tidak layak,wirausaha,Sarjana,14,0
1347739,3,tidak layak,petani,SMP,14,1
1755678,5,sederhana,petani,SMP,16,1
1698956,3,sederhana,petani,SMA,14,1
1863349,4,sederhana,buruh harian,Diploma,19,1
1923875,3,sederhana,petani,SMA,23,1
4243087,2,sederhana,karyawan,SMP,18,0
2849396,0,tidak layak,karyawan,SMP,19,0
1191232,5,sederhana,buruh harian,SD,16,1
1786958,3,sederhana,tidak bekerja,SMP,25,1
4659015,4,sederhana,petani,SMP,6,0
1065725,5,sederhana,tidak bekerja,SMP,21,1
1278167,5,tidak layak,buruh harian,SMP,24,1
3865899,3,layak,wirausaha,SMP,10,0
1422381,4,sederhana,tidak bekerja,SMP,9,1
4586852,3,tidak layak,PNS,SD,1,0
1715460,5,tidak layak,petani,SMA,3,1
1600530,2,sederhana,buruh harian,Sarjana,4,1
2728096,0,sederhana,wirausaha,Sarjana,29,0
1924618,5,sederhana,buruh harian,SMA,11,1
1656702,3,sederhana,buruh harian,SMA,21,1
1137023,5,sederhana,buruh harian,SMP,1,1
1497562,4,sederhana,petani,SMA,20,1
3247175,3,layak,tidak bekerja,SD,17,0
1379989,4,sederhana,buruh harian,SD,3,1
1160775,1,layak,buruh harian,Diploma,10,0
1393574,3,sederhana,tidak bekerja,SMP,16,1
2226134,1,layak,wirausaha,SMP,28,0
1572735,5,sederhana,buruh harian,SMA,7,1
1863349,4,sederhana,buruh harian,Diploma,19,1
1002352,4,sederhana,buruh harian,SMA,21,1
1389593,4,sederhana,tidak bekerja,SD,23,1
1869807,5,sederhana,PNS,SMA,6,0
1715460,5,tidak layak,petani,SMA,3,1
1896209,2,tidak layak,petani,SMA,11,1
1769598,5,sederhana,tidak bekerja,SMP,8,1
2104002,0,tidak layak,tidak bekerja,SMA,22,0
1809178,5,sederhana,buruh harian,SMP,29,1
1647341,3,tidak layak,tidak bekerja,SMP,29,1
4828433,3,layak,wirausaha,Sarjana,12,0
1188456,5,sederhana,tidak bekerja,SMA,9,1
3161088,1,tidak layak,tidak bekerja,SMP,16,0
1705860,4,sederhana,buruh harian,Sarjana,6,1
3280827,0,layak,karyawan,SMA,4,0
1996261,2,sederhana,karyawan,Diploma,22,0
1103355,5,tidak layak,petani,Diploma,15,1
2227165,4,sederhana,karyawan,SMP,2,0
1151456,0,layak,tidak bekerja,SMP,14,0
1639282,2,tidak layak,buruh harian,SMP,16,1
1873172,5,tidak layak,petani,SMP,9,1
1231915,5,sederhana,tidak bekerja,SMP,3,1
1217285,1,tidak layak,wirausaha,Diploma,10,0
1912826,2,tidak layak,tidak bekerja,SD,24,1
1023275,5,tidak layak,tidak bekerja,SD,28,1
4128160,2,tidak layak,wirausaha,Diploma,20,0
1531831,2,layak,tidak bekerja,SD,28,0
1231915,5,sederhana,tidak bekerja,SMP,3,1
1964918,5,tidak layak,petani,SD,24,1
2039504,0,tidak layak,PNS,SD,1,0
1231915,5,sederhana,tidak bekerja,SMP,3,1
2853751,0,layak,wirausaha,SMA,2,0
4263050,3,sederhana,wirausaha,SD,29,0
2660099,2,sederhana,buruh harian,SMP,15,0
3245218,3,tidak layak,PNS,SMP,21,0
1591652,2,tidak layak,petani,SD,2,1
1282272,3,sederhana,petani,SMA,3,1
1591652,2,tidak layak,petani,SD,2,1
4366823,3,tidak layak,PNS,SD,13,0
1614805,5,layak,karyawan,SD,6,0
4257945,3,tidak layak,tidak bekerja,SD,8,0
1871522,1,sederhana,tidak bekerja,SD,18,0
3989179,0,sederhana,tidak bekerja,SMP,15,0
1478007,4,tidak layak,petani,SMA,9,1
1850350,3,sederhana,tidak bekerja,SMP,29,1
3887698,4,layak,tidak bekerja,SMA,4,0
4109244,2,layak,tidak bekerja,Sarjana,14,0
2502025,0,layak,karyawan,SD,27,0
1476513,1,tidak layak,buruh harian,SMA,19,0
1425523,5,layak,wirausaha,SMA,29,0
1995843,5,sederhana,karyawan,Diploma,5,0
3761089,4,tidak layak,buruh harian,SMA,3,0
2998671,4,layak,PNS,Diploma,11,0
2160248,2,tidak layak,PNS,SMA,26,0
1110155,3,tidak layak,petani,SMP,29,1
1865139,4,sederhana,petani,SMA,26,1
1066234,4,tidak layak,tidak bekerja,Sarjana,23,1
4983559,4,sederhana,wirausaha,SD,23,0
4637820,5,tidak layak,tidak bekerja,SMA,19,0
1251492,3,layak,wirausaha,SMP,21,0
4369720,2,layak,karyawan,SMP,28,0
1955154,2,tidak layak,tidak bekerja,Sarjana,17,1
2364652,4,sederhana,PNS,SMA,22,0
1050098,3,sederhana,wirausaha,SMA,9,0
1603103,1,sederhana,PNS,SMA,16,0
3090784,0,tidak layak,buruh harian,SMA,18,0
4434955,0,sederhana,tidak bekerja,SD,4,0
1632543,2,sederhana,tidak bekerja,SMP,5,1
1904098,4,tidak layak,petani,SD,4,1
1269114,4,tidak layak,tidak bekerja,SMP,27,1
1341207,5,tidak layak,buruh harian,Sarjana,24,1
1863663,5,tidak layak,petani,Diploma,22,1
2924596,4,sederhana,buruh harian,SD,23,0
1575919,2,sederhana,buruh harian,SMA,7,1
1729903,5,tidak layak,buruh harian,Sarjana,14,1
1955154,2,tidak layak,tidak bekerja,Sarjana,17,1
1205768,2,tidak layak,buruh harian,SD,17,1
1873172,5,tidak layak,petani,SMP,9,1
2498771,1,sederhana,PNS,Sarjana,28,0
1342786,3,tidak layak,buruh harian,SMA,11,1
1955154,2,tidak layak,tidak bekerja,Sarjana,17,1
1642613,2,sederhana,buruh harian,Sarjana,11,1
1347739,3,tidak layak,petani,SMP,14,1
4232380,3,layak,PNS,Diploma,12,0
1795928,0,layak,karyawan,SD,11,0
4586008,3,layak,wirausaha,SD,29,0
1298871,0,tidak layak,tidak bekerja,SMP,26,0
4404231,3,sederhana,petani,Sarjana,26,0
4832978,4,layak,karyawan,SMP,28,0
3661637,1,tidak layak,wirausaha,Sarjana,5,0
1825816,3,tidak layak,buruh harian,SD,21,1
2985296,2,layak,PNS,SD,6,0
3530526,1,tidak layak,wirausaha,SD,6,0
1600530,2,sederhana,buruh harian,Sarjana,4,1
1027712,4,sederhana,tidak bekerja,SD,15,1
1289768,4,layak,buruh harian,Sarjana,20,0
1870123,4,tidak layak,tidak bekerja,SD,19,1
1231915,5,sederhana,tidak bekerja,SMP,3,1
1534003,5,tidak layak,tidak bekerja,SMP,22,1
2556518,2,layak,PNS,SMP,21,0
1147718,3,sederhana,petani,Diploma,27,1
1990198,2,tidak layak,petani,SMP,19,1
2208052,1,tidak layak,PNS,SMP,22,0
1780641,5,sederhana,petani,SMP,2,1
1647008,5,tidak layak,petani,SMP,22,1
1451157,3,tidak layak,PNS,Sarjana,19,0
1912826,2,tidak layak,tidak bekerja,SD,24,1
2357133,0,tidak layak,wirausaha,SMA,23,0
1961703,2,tidak layak,buruh harian,SMP,5,1
1284821,5,tidak layak,tidak bekerja,SMA,13,1
1639282,2,tidak layak,buruh harian,SMP,16,1
1000126,4,sederhana,buruh harian,SMA,22,1
1924133,3,tidak layak,tidak bekerja,Diploma,22,1
1608746,5,tidak layak,buruh harian,SD,10,1
1793719,4,sederhana,buruh harian,Sarjana,18,1
1780641,5,sederhana,petani,SMP,2,1
1087955,4,tidak layak,petani,SD,20,1
4119530,1,sederhana,PNS,SMA,15,0
1510370,4,layak,karyawan,SMA,12,0
1838003,2,sederhana,tidak bekerja,SD,15,1
1341207,5,tidak layak,buruh harian,Sarjana,24,1
1341207,5,tidak layak,buruh harian,Sarjana,24,1
3253882,4,sederhana,tidak bekerja,Sarjana,12,0
1497562,4,sederhana,petani,SMA,20,1
1571650,5,tidak layak,tidak bekerja,SMA,5,1
1403322,3,sederhana,buruh harian,SMP,6,1
3598260,1,tidak layak,tidak bekerja,SMA,23,0
1421280,3,layak,karyawan,SMP,8,0
1327025,4,tidak layak,tidak bekerja,SMA,15,1
3004168,1,layak,karyawan,SMA,10,0
2478050,3,tidak layak,buruh harian,SMA,16,0
1466725,4,tidak layak,wirausaha,SMA,24,0
2268300,5,layak,PNS,SMP,25,0
1608746,5,tidak layak,buruh harian,SD,10,1
1681669,3,sederhana,petani,SMA,3,1
2968541,0,layak,PNS,SMA,12,0
1841531,2,sederhana,petani,Sarjana,22,1
4223570,1,sederhana,buruh harian,SMP,13,0
3824658,2,layak,karyawan,SMA,22,0
1952246,4,tidak layak,petani,SMP,23,1
2526322,4,layak,PNS,Diploma,27,0
1950162,0,tidak layak,petani,SMA,26,0
4280143,1,layak,tidak bekerja,SMA,2,0
1939903,4,tidak layak,tidak bekerja,SMA,2,1
1935772,3,sederhana,buruh harian,SMP,19,1
1344710,5,sederhana,tidak bekerja,SD,19,1
1955154,2,tidak layak,tidak bekerja,Sarjana,17,1
3513518,5,sederhana,PNS,SMP,8,0
1485757,5,tidak layak,buruh harian,SMA,20,1
1196769,3,tidak layak,petani,SMP,7,1
1239968,2,sederhana,petani,SD,14,1
3822988,5,sederhana,wirausaha,SMP,18,0
1796184,0,sederhana,tidak bekerja,SMA,18,0
3956566,1,tidak layak,wirausaha,SMP,16,0
1654224,5,sederhana,petani,SMA,29,1
1929168,3,tidak layak,tidak bekerja,Sarjana,9,1
1393574,3,sederhana,tidak bekerja,SMP,16,1
1312250,2,tidak layak,tidak bekerja,Diploma,15,1
1622605,2,sederhana,buruh harian,SD,5,1
1506079,0,tidak layak,PNS,SMP,21,0
1955154,2,tidak layak,tidak bekerja,Sarjana,17,1
1910681,3,tidak layak,petani,SD,21,1
2072647,4,layak,buruh harian,SMA,6,0
1466152,2,tidak layak,tidak bekerja,SD,2,1
1647341,3,tidak layak,tidak bekerja,SMP,29,1
2836185,1,tidak layak,buruh harian,Sarjana,13,0
1135230,5,tidak layak,PNS,SMA,3,0
2752126,3,layak,petani,SMA,13,0
1278167,5,tidak layak,buruh harian,SMP,24,1
2102127,1,layak,petani,SMP,6,0
2154424,5,layak,karyawan,SMP,5,0
2681641,4,layak,wirausaha,SMP,24,0
1454418,5,sederhana,buruh harian,SMA,19,1
1961703,2,tidak layak,buruh harian,SMP,5,1
1904098,4,tidak layak,petani,SD,4,1
2924717,4,sederhana,wirausaha,SMA,13,0
1747419,4,sederhana,petani,SD,16,1
3161196,5,layak,petani,SMP,23,0
1873172,5,tidak layak,petani,SMP,9,1
4273562,3,sederhana,PNS,Diploma,8,0
1823346,3,tidak layak,buruh harian,SMA,22,1
2722320,1,sederhana,buruh harian,SMP,28,0
1324912,4,sederhana,tidak bekerja,SD,3,1
1190706,5,tidak layak,tidak bekerja,SD,21,1
1924618,5,sederhana,buruh harian,SMA,11,1
4045315,2,sederhana,buruh harian,Diploma,29,0
4190517,3,tidak layak,buruh harian,SMP,15,0
1123257,3,layak,petani,Sarjana,22,0
3558704,4,layak,tidak bekerja,SMP,16,0
4001738,5,tidak layak,wirausaha,SD,3,0
1955154,2,tidak layak,tidak bekerja,Sarjana,17,1
4775963,3,layak,petani,Sarjana,20,0
3386378,3,tidak layak,tidak bekerja,SMP,11,0
1087955,4,tidak layak,petani,SD,20,1
3234489,4,layak,wirausaha,Sarjana,3,0
1282017,1,sederhana,tidak bekerja,Sarjana,12,0
1675510,2,tidak layak,petani,SD,12,1
1403081,5,sederhana,petani,Sarjana,13,1
1144539,4,tidak layak,petani,SD,6,1
2683523,0,tidak layak,PNS,SMA,25,0
2280617,4,tidak layak,petani,Sarjana,6,0
4012539,0,tidak layak,petani,Sarjana,4,0
1854016,2,tidak layak,petani,SD,8,1
1422381,4,sederhana,tidak bekerja,SMP,9,1
2039458,5,layak,buruh harian,SD,15,0
1493948,4,tidak layak,tidak bekerja,SMA,21,1
2416828,0,tidak layak,PNS,SMA,8,0
1330904,5,sederhana,buruh harian,SMA,20,1
4603110,0,tidak layak,tidak bekerja,SMA,8,0
3380932,2,layak,karyawan,SD,18,0
1311955,5,tidak layak,tidak bekerja,SMA,29,1
3837579,5,tidak layak,karyawan,SMP,17,0
1830051,2,tidak layak,petani,SMA,9,1
1142483,2,tidak layak,buruh harian,SMA,4,1
1815131,4,sederhana,petani,SMA,1,1
1227897,2,sederhana,tidak bekerja,SD,5,1
1415384,5,tidak layak,buruh harian,SMA,11,1
1187771,4,sederhana,buruh harian,Sarjana,25,1
1026734,4,sederhana,buruh harian,SMP,29,1
3470858,5,sederhana,PNS,SD,7,0
4596270,1,sederhana,wirausaha,SMA,12,0
1642613,2,sederhana,buruh harian,Sarjana,11,1
4335512,2,tidak layak,tidak bekerja,SMA,24,0
3480547,3,tidak layak,karyawan,SMA,10,0
3133783,5,sederhana,PNS,SMA,19,0
1137023,5,sederhana,buruh harian,SMP,1,1
3528268,2,layak,karyawan,SMA,16,0
1852746,4,sederhana,tidak bekerja,SD,15,1
1634736,1,tidak layak,tidak bekerja,SD,25,0
2544548,2,layak,tidak bekerja,SD,18,0
2052576,2,tidak layak,tidak bekerja,SD,2,0
1753315,4,sederhana,tidak bekerja,SMP,16,1
1466152,2,tidak layak,tidak bekerja,SD,2,1
1611213,4,tidak layak,PNS,SMA,21,0
1780926,5,sederhana,petani,SMA,6,1
1475595,4,tidak layak,petani,SD,14,1
1654224,5,sederhana,petani,SMA,29,1
2121268,4,sederhana,petani,SMA,7,0
1166472,4,sederhana,karyawan,SMA,4,0
3147753,1,layak,wirausaha,Diploma,17,0
4582069,5,tidak layak,karyawan,SMP,4,0
2180788,5,layak,karyawan,Sarjana,25,0
1647008,5,tidak layak,petani,SMP,22,1
1445101,2,tidak layak,buruh harian,SMP,24,1
1863349,4,sederhana,buruh harian,Diploma,19,1
1311955,5,tidak layak,tidak bekerja,SMA,29,1
1023429,5,sederhana,tidak bekerja,SMA,9,1
1461243,3,tidak layak,petani,SD,20,1
2369277,4,layak,petani,SMP,22,0
1228504,2,sederhana,tidak bekerja,Sarjana,5,1
3348203,5,layak,buruh harian,SD,3,0
1383152,3,sederhana,buruh harian,Diploma,18,1
1179838,2,sederhana,buruh harian,Sarjana,28,1
1572735,5,sederhana,buruh harian,SMA,7,1
1478007,4,tidak layak,petani,SMA,9,1
1568302,3,tidak layak,tidak bekerja,SD,16,1
2186293,5,tidak layak,tidak bekerja,SD,22,0
1572735,5,sederhana,buruh harian,SMA,7,1
1100734,5,tidak layak,buruh harian,SMA,5,1
1196769,3,tidak layak,petani,SMP,7,1
1063037,4,tidak layak,buruh harian,SD,21,1
3163414,0,tidak layak,karyawan,SMP,7,0
1575919,2,sederhana,buruh harian,SMA,7,1
1403322,3,sederhana,buruh harian,SMP,6,1
1403322,3,sederhana,buruh harian,SMP,6,1
1158588,2,sederhana,tidak bekerja,SMA,16,1
1780926,5,sederhana,petani,SMA,6,1
3114785,2,sederhana,PNS,SMP,5,0
2755548,5,layak,tidak bekerja,Sarjana,14,0
1928479,4,tidak layak,buruh harian,SMP,15,1
1443316,1,sederhana,tidak bekerja,SD,9,0
3250041,4,sederhana,buruh harian,SMA,28,0
1688725,0,tidak layak,buruh harian,SMA,9,0
1215048,5,sederhana,tidak bekerja,Diploma,24,1
4888577,3,layak,petani,Sarjana,6,0
1912826,2,tidak layak,tidak bekerja,SD,24,1
1914032,3,sederhana,petani,SD,24,1
1917040,3,tidak layak,tidak bekerja,SMA,14,1
1163834,3,sederhana,petani,SMP,1,1
1133004,3,tidak layak,buruh harian,SMA,21,1
4045315,2,sederhana,buruh harian,Diploma,29,0
1133554,2,sederhana,buruh harian,SD,21,1
3646791,5,layak,petani,SMA,23,0
1675510,2,tidak layak,petani,SD,12,1
1967561,3,tidak layak,tidak bekerja,Diploma,29,1
1317875,0,layak,karyawan,SMA,3,0
3636694,4,sederhana,petani,SD,16,0
1491450,5,tidak layak,petani,SMA,15,1
1588158,4,tidak layak,buruh harian,SMA,17,1
1564678,4,tidak layak,buruh harian,SMA,16,1
1104195,0,sederhana,karyawan,SMP,10,0
1073869,4,tidak layak,buruh harian,SMA,7,1
1124123,5,tidak layak,petani,SMP,15,1
