jumlah_tanggungan,penghasilan,kondisi_rumah,layak_subsidi
0,7286926,sangat sederhana,0
1,6267558,layak,0
2,4194140,tidak layak,1
6,4135837,tidak layak,1
6,7234927,semi permanen,0
4,2029869,layak,1
9,5625929,tidak layak,1
8,3747704,layak,1
3,3771183,sangat sederhana,1
9,3688487,semi permanen,1
8,2301866,sangat sederhana,1
8,6927786,sangat sederhana,0
3,4789579,semi permanen,1
4,8120587,semi permanen,0
3,2675849,semi permanen,1
5,4101733,layak,1
4,9444416,tidak layak,0
7,4620451,semi permanen,1
7,7985035,sangat sederhana,0
0,3499112,sangat sederhana,1
5,8909071,layak,0
7,5380861,semi permanen,1
2,3306701,tidak layak,1
7,7791220,sangat sederhana,0
4,4426586,semi permanen,1
4,6145664,sangat sederhana,0
9,7448564,sangat sederhana,0
6,4959627,layak,1
6,7047675,tidak layak,0
0,7642200,layak,0
9,9088822,tidak layak,0
7,5051699,tidak layak,1
5,3185071,sangat sederhana,1
7,9467010,tidak layak,0
6,7068566,sangat sederhana,0
8,2072108,sangat sederhana,1
0,6216199,semi permanen,0
8,1685122,semi permanen,1
8,9323764,layak,0
2,3579629,semi permanen,1
8,1163027,tidak layak,1
7,8352724,sangat sederhana,0
4,1664399,semi permanen,1
3,2837074,semi permanen,1
6,9833323,tidak layak,0
7,5321546,semi permanen,1
5,5636632,semi permanen,1
4,7820595,sangat sederhana,0
2,2973621,tidak layak,1
2,6950233,sangat sederhana,0
6,6634510,tidak layak,0
4,2540920,semi permanen,1
4,1629083,sangat sederhana,1
7,6400159,tidak layak,0
6,7671353,sangat sederhana,0
8,8711925,sangat sederhana,0
7,5282479,layak,1
7,2477247,semi permanen,1
2,6717830,semi permanen,0
3,2785665,tidak layak,1
7,6414720,sangat sederhana,0
1,3667217,tidak layak,1
2,4746768,semi permanen,1
9,7311494,semi permanen,0
6,1072089,layak,1
5,5007978,tidak layak,1
1,1143705,semi permanen,1
5,6851085,layak,0
4,2975819,tidak layak,1
1,7339346,sangat sederhana,0
3,6122323,sangat sederhana,0
0,5003688,semi permanen,0
2,3556857,layak,0
5,1700469,sangat sederhana,1
9,9920275,semi permanen,0
9,2815399,tidak layak,1
4,1136142,semi permanen,1
7,7975525,tidak layak,0
2,7801236,semi permanen,0
9,9337041,sangat sederhana,0
4,6461911,tidak layak,0
9,1353808,tidak layak,1
9,3129045,sangat sederhana,1
0,4405098,layak,0
3,1366247,sangat sederhana,1
8,2725717,sangat sederhana,1
5,7248372,tidak layak,0
7,9013577,layak,0
4,9848484,sangat sederhana,0
3,9183068,tidak layak,0
5,2114558,tidak layak,1
0,5372700,sangat sederhana,0
7,9787772,semi permanen,0
2,3543884,layak,0
3,2393241,sangat sederhana,1
0,8861797,semi permanen,0
9,6632386,sangat sederhana,0
4,7258270,tidak layak,0
1,5442535,layak,0
5,3987524,semi permanen,1
8,5393355,sangat sederhana,1
5,4345817,semi permanen,1
6,4019693,layak,1
7,4022724,tidak layak,1
1,7364046,tidak layak,0
3,1877687,semi permanen,1
3,6197317,tidak layak,0
3,9424680,semi permanen,0
2,9862721,sangat sederhana,0
5,5748345,semi permanen,1
2,6540763,semi permanen,0
4,4440274,semi permanen,1
7,7846885,semi permanen,0
7,1060309,sangat sederhana,1
6,8543898,semi permanen,0
0,7745554,semi permanen,0
8,1482985,semi permanen,1
9,4499561,tidak layak,1
4,3583082,sangat sederhana,1
7,3397048,semi permanen,1
5,3110627,semi permanen,1
6,4643556,semi permanen,1
0,9122920,sangat sederhana,0
0,8709298,tidak layak,0
7,2224364,semi permanen,1
4,8856397,sangat sederhana,0
7,2324464,tidak layak,1
9,7366311,layak,0
3,7368475,semi permanen,0
2,9372587,sangat sederhana,0
9,4436432,tidak layak,1
7,3866627,tidak layak,1
1,5331375,layak,0
0,3996467,sangat sederhana,1
9,1622012,sangat sederhana,1
5,9360014,semi permanen,0
1,4382356,semi permanen,1
4,1030764,tidak layak,1
3,7699201,sangat sederhana,0
5,7323885,semi permanen,0
8,2175554,layak,1
7,4514456,semi permanen,1
3,8863074,tidak layak,0
1,7837325,layak,0
8,6677546,sangat sederhana,0
0,3639019,semi permanen,1
4,9792272,layak,0
8,2916668,sangat sederhana,1
4,9998821,layak,0
6,4024099,layak,1
0,1250495,sangat sederhana,1
0,5392625,tidak layak,0
0,7045585,sangat sederhana,0
5,7726295,tidak layak,0
4,6678455,tidak layak,0
3,3673493,semi permanen,1
8,1995909,tidak layak,1
5,3439423,layak,1
2,1056642,tidak layak,1
9,2594577,semi permanen,1
7,8733763,tidak layak,0
7,9395585,sangat sederhana,0
5,1583944,semi permanen,1
7,4725312,semi permanen,1
6,3927463,semi permanen,1
7,2726204,sangat sederhana,1
5,6698976,semi permanen,0
1,3080324,tidak layak,1
6,6741630,sangat sederhana,0
8,9852907,layak,0
5,1017224,layak,1
4,5445354,layak,0
3,4329479,tidak layak,1
4,8600319,layak,0
8,7985504,semi permanen,0
3,3972411,semi permanen,1
3,1494554,tidak layak,1
8,6558130,tidak layak,0
2,4320314,sangat sederhana,1
2,1897378,semi permanen,1
6,8497783,layak,0
5,4759753,semi permanen,1
9,6173974,tidak layak,0
4,9277892,tidak layak,0
2,6293791,layak,0
8,8067856,semi permanen,0
4,2594669,layak,1
7,7695766,sangat sederhana,0
3,1325904,tidak layak,1
0,3919184,tidak layak,1
1,9079814,layak,0
0,8890833,layak,0
0,4628287,semi permanen,1
3,1031451,semi permanen,1
5,2720878,sangat sederhana,1
3,8933968,sangat sederhana,0
0,1725900,layak,0
3,2272801,semi permanen,1
5,1545281,layak,1
1,9254538,tidak layak,0
1,6370613,semi permanen,0
8,2008924,sangat sederhana,1
8,6312996,tidak layak,0
0,5631450,layak,0
6,2125578,semi permanen,1
3,5017078,layak,0
2,7687237,tidak layak,0
9,1896261,layak,1
2,1407009,sangat sederhana,1
7,9576721,layak,0
0,1398034,layak,0
3,2563668,layak,0
2,8169776,layak,0
4,5005376,sangat sederhana,0
8,9837459,layak,0
6,2898080,tidak layak,1
2,8901141,layak,0
2,5950041,semi permanen,0
2,3962923,tidak layak,1
6,2563962,layak,1
0,9935968,tidak layak,0
6,6369932,layak,0
8,7247610,layak,0
5,8214539,semi permanen,0
1,9873844,sangat sederhana,0
4,4250477,semi permanen,1
0,9570138,semi permanen,0
2,8186474,semi permanen,0
6,4684067,semi permanen,1
3,4982255,sangat sederhana,1
3,2243605,sangat sederhana,1
3,5030824,tidak layak,0
3,3412232,sangat sederhana,1
1,8597423,semi permanen,0
7,6863771,tidak layak,0
0,3333823,sangat sederhana,1
3,1650289,sangat sederhana,1
3,3224377,sangat sederhana,1
3,5891759,semi permanen,0
2,3623214,semi permanen,1
9,8130366,tidak layak,0
0,8609948,tidak layak,0
3,6758261,semi permanen,0
7,7566868,semi permanen,0
0,6622434,sangat sederhana,0
7,4102868,sangat sederhana,1
2,8972865,sangat sederhana,0
6,1146152,sangat sederhana,1
2,4981008,tidak layak,1
1,6059778,semi permanen,0
6,4546584,semi permanen,1
7,7955793,semi permanen,0
2,9253267,layak,0
0,8006562,tidak layak,0
8,1557007,sangat sederhana,1
6,8209568,semi permanen,0
3,6109867,semi permanen,0
8,4483075,layak,1
3,8923961,tidak layak,0
7,1431904,sangat sederhana,1
5,4404864,layak,1
7,8289919,tidak layak,0
6,2486513,semi permanen,1
3,3654241,tidak layak,1
1,3679645,sangat sederhana,1
5,5520593,semi permanen,1
6,2067714,layak,1
2,8263494,semi permanen,0
6,2818648,tidak layak,1
0,8307951,sangat sederhana,0
7,4982683,layak,1
6,2522515,tidak layak,1
1,6395629,tidak layak,0
2,4377005,tidak layak,1
9,8968183,sangat sederhana,0
7,4468554,semi permanen,1
4,6176300,semi permanen,0
9,4778362,semi permanen,1
8,8792794,semi permanen,0
4,4113954,layak,0
9,7777068,sangat sederhana,0
3,5363188,tidak layak,0
9,3489469,layak,1
7,8562298,sangat sederhana,0
6,6160490,semi permanen,0
8,9141749,sangat sederhana,0
6,6081725,tidak layak,0
5,6452973,semi permanen,0
9,9890313,sangat sederhana,0
0,2659624,semi permanen,1
3,8688112,layak,0
5,9624279,layak,0
6,4723541,layak,1
4,1961118,tidak layak,1
8,9269661,semi permanen,0
5,3993095,sangat sederhana,1
8,5287304,sangat sederhana,1
0,3957647,layak,0
1,5728384,tidak layak,0
5,5385389,tidak layak,1
0,5107707,tidak layak,0
6,8584370,layak,0
7,5286144,semi permanen,1
1,2593836,layak,0
1,3656664,tidak layak,1
5,3553475,semi permanen,1
6,2093620,tidak layak,1
2,7195389,tidak layak,0
3,9979305,layak,0
6,1744429,layak,1
9,1532695,layak,1
9,6231060,sangat sederhana,0
6,9123215,layak,0
7,9148399,tidak layak,0
6,3597547,semi permanen,1
2,4440760,sangat sederhana,1
0,4391230,semi permanen,1
6,8874426,tidak layak,0
0,5031531,tidak layak,0
7,5563607,layak,1
0,4301854,layak,0
6,3500398,semi permanen,1
7,4095659,tidak layak,1
7,4668063,semi permanen,1
4,8310824,tidak layak,0
2,8927873,layak,0
3,3533894,sangat sederhana,1
1,6045487,layak,0
8,9570930,sangat sederhana,0
2,3103715,sangat sederhana,1
6,4048531,sangat sederhana,1
5,7567170,sangat sederhana,0
2,7775252,layak,0
9,9586058,layak,0
8,4085595,sangat sederhana,1
4,1049730,layak,0
9,7942137,semi permanen,0
0,6430291,layak,0
0,5721620,tidak layak,0
4,9118863,layak,0
3,1599425,layak,0
9,5284146,tidak layak,1
2,5691595,semi permanen,0
3,9536632,sangat sederhana,0
7,6142418,semi permanen,0
1,2353682,semi permanen,1
1,5773694,sangat sederhana,0
4,2282623,sangat sederhana,1
8,8625167,layak,0
7,8810166,tidak layak,0
6,7604513,layak,0
4,2262936,semi permanen,1
5,1791946,layak,1
0,9682533,layak,0
8,6738914,sangat sederhana,0
3,3484222,semi permanen,1
1,4236655,tidak layak,1
2,9586637,semi permanen,0
0,2935900,semi permanen,1
7,9836520,semi permanen,0
1,8775588,sangat sederhana,0
2,5601070,semi permanen,0
2,1080694,tidak layak,1
2,1978224,semi permanen,1
6,4607059,tidak layak,1
5,1065257,tidak layak,1
3,4993651,sangat sederhana,1
9,2011872,layak,1
7,1705138,layak,1
0,6428562,sangat sederhana,0
4,8790122,sangat sederhana,0
8,5644805,layak,1
1,6128816,sangat sederhana,0
3,7763017,sangat sederhana,0
6,3531499,layak,1
9,6459191,semi permanen,0
2,9955773,sangat sederhana,0
1,9129309,tidak layak,0
3,9010150,sangat sederhana,0
7,3610887,tidak layak,1
2,9448283,sangat sederhana,0
7,1503997,sangat sederhana,1
6,8832359,semi permanen,0
6,2031459,sangat sederhana,1
4,9605510,semi permanen,0
5,4290070,tidak layak,1
3,1044052,layak,0
7,9482838,semi permanen,0
6,7436286,tidak layak,0
1,2670326,sangat sederhana,1
3,8073451,tidak layak,0
7,4180901,sangat sederhana,1
2,8399121,sangat sederhana,0
9,5407427,tidak layak,1
4,1175908,semi permanen,1
0,5637738,tidak layak,0
6,2770602,layak,1
5,2805611,sangat sederhana,1
0,1388818,tidak layak,1
7,4873715,semi permanen,1
7,9594228,tidak layak,0
8,2975046,layak,1
1,8248277,sangat sederhana,0
6,7781029,sangat sederhana,0
7,3336093,layak,1
7,9452866,layak,0
9,3220860,sangat sederhana,1
3,7525828,sangat sederhana,0
6,8223957,tidak layak,0
2,2913075,tidak layak,1
3,3045064,tidak layak,1
0,9400970,sangat sederhana,0
1,4839384,layak,0
0,4030602,layak,0
7,7470138,semi permanen,0
5,9783862,tidak layak,0
8,2522004,tidak layak,1
9,2826461,sangat sederhana,1
1,7709013,layak,0
5,7069056,semi permanen,0
4,4637218,semi permanen,1
3,4906885,tidak layak,1
9,9163011,layak,0
8,4530813,sangat sederhana,1
8,5509678,sangat sederhana,1
7,8159072,tidak layak,0
9,2110433,layak,1
3,2769201,semi permanen,1
7,9863589,semi permanen,0
8,2466083,tidak layak,1
5,8013146,sangat sederhana,0
1,7297717,sangat sederhana,0
8,8801984,layak,0
6,9919450,semi permanen,0
7,6680457,sangat sederhana,0
6,7314582,layak,0
4,8810089,tidak layak,0
5,1212869,semi permanen,1
5,3105474,tidak layak,1
3,9038026,semi permanen,0
2,8885026,layak,0
9,3499184,sangat sederhana,1
7,4232845,sangat sederhana,1
8,7830574,layak,0
8,5573886,layak,1
2,4956179,layak,0
3,3753684,sangat sederhana,1
1,1094002,semi permanen,1
8,9474839,sangat sederhana,0
2,8128285,sangat sederhana,0
4,8698772,sangat sederhana,0
2,6807120,sangat sederhana,0
2,3735740,sangat sederhana,1
3,6722077,tidak layak,0
8,2572284,sangat sederhana,1
1,6096880,sangat sederhana,0
2,1745683,sangat sederhana,1
7,1288785,semi permanen,1
1,9679732,tidak layak,0
5,7433498,tidak layak,0
9,7555701,layak,0
8,5295246,layak,1
6,2472640,semi permanen,1
6,6175135,tidak layak,0
9,5317597,tidak layak,1
9,8716395,layak,0
1,3925097,sangat sederhana,1
0,6201966,layak,0
1,8406067,semi permanen,0
6,8636759,sangat sederhana,0
6,3115132,layak,1
7,4182563,sangat sederhana,1
1,3177342,layak,0
4,5901070,semi permanen,0
3,5268018,semi permanen,0
2,7197403,semi permanen,0
8,2527816,sangat sederhana,1
4,3565408,semi permanen,1
1,4017606,sangat sederhana,1
0,3583539,layak,0
7,9561713,layak,0
3,7196733,layak,0
5,2415783,layak,1
4,9288489,tidak layak,0
7,5645113,layak,1
7,2577300,layak,1
3,8106618,tidak layak,0
2,9127466,sangat sederhana,0
6,5632919,semi permanen,1
4,8459302,sangat sederhana,0
9,6852618,layak,0
8,9952183,tidak layak,0
9,8290366,layak,0
7,2079123,layak,1
6,1268941,sangat sederhana,1
5,5426768,layak,1
6,3617328,tidak layak,1
4,8097865,layak,0
8,8787309,sangat sederhana,0
2,3189051,sangat sederhana,1
0,1109971,semi permanen,1
8,2009157,sangat sederhana,1
5,4391022,tidak layak,1
7,9092266,sangat sederhana,0
6,2330130,tidak layak,1
3,1603884,semi permanen,1
6,4568395,semi permanen,1
8,2340996,layak,1
7,9073845,layak,0
6,8751307,sangat sederhana,0
9,8200360,sangat sederhana,0
2,9757097,semi permanen,0
3,2097195,semi permanen,1
2,6937717,tidak layak,0
7,6309584,sangat sederhana,0
0,6570881,tidak layak,0
7,1441090,tidak layak,1
2,7367903,layak,0
6,7901024,sangat sederhana,0
7,4807473,layak,1
1,2277228,semi permanen,1
4,8645743,semi permanen,0
2,3101856,layak,0
2,7519242,semi permanen,0
4,3899685,semi permanen,1
6,8052121,semi permanen,0
4,4528011,tidak layak,1
1,3808002,layak,0
8,7513516,layak,0
3,4022620,sangat sederhana,1
0,1479918,sangat sederhana,1
2,9223228,sangat sederhana,0
4,3771816,tidak layak,1
0,7242280,semi permanen,0
9,3490905,layak,1
5,6862225,sangat sederhana,0
5,2773631,tidak layak,1
8,4602289,tidak layak,1
2,8706407,sangat sederhana,0
5,4317106,sangat sederhana,1
6,6990980,layak,0
1,5662435,sangat sederhana,0
6,8852338,layak,0
1,7320354,tidak layak,0
3,5126088,layak,0
1,7733394,tidak layak,0
4,7485519,tidak layak,0
7,4723996,sangat sederhana,1
3,5901529,semi permanen,0
2,2662262,layak,0
9,1675616,tidak layak,1
7,8418802,layak,0
5,2134931,layak,1
2,2935658,semi permanen,1
6,1830148,layak,1
3,6284190,layak,0
0,4881349,semi permanen,1
7,6816697,semi permanen,0
8,1361733,tidak layak,1
4,5672978,layak,0
3,4392448,tidak layak,1
4,7996917,semi permanen,0
5,9761753,tidak layak,0
1,4602105,tidak layak,1
7,4751118,semi permanen,1
7,1193780,semi permanen,1
7,8280875,semi permanen,0
9,2160618,layak,1
6,4895145,tidak layak,1
2,9612680,semi permanen,0
0,1813172,semi permanen,1
6,2472514,tidak layak,1
4,7852808,layak,0
0,3637473,layak,0
7,9142612,tidak layak,0
9,3404287,sangat sederhana,1
2,7252427,tidak layak,0
1,6879686,semi permanen,0
3,7368339,layak,0
5,8307350,tidak layak,0
8,5332080,sangat sederhana,1
9,8553871,sangat sederhana,0
5,8890684,semi permanen,0
6,9696914,layak,0
0,4013944,layak,0
1,8927942,tidak layak,0
6,8558113,layak,0
3,7956241,semi permanen,0
2,4219730,layak,0
0,7421412,sangat sederhana,0
0,7378652,sangat sederhana,0
1,8378107,layak,0
0,4224197,tidak layak,1
7,7146448,tidak layak,0
3,4089518,sangat sederhana,1
8,4821222,sangat sederhana,1
1,9009945,sangat sederhana,0
3,6667745,layak,0
4,5610245,layak,0
1,1732716,semi permanen,1
3,1308905,sangat sederhana,1
0,8276924,semi permanen,0
8,2911690,layak,1
6,5551986,semi permanen,1
0,2156323,tidak layak,1
0,2144066,sangat sederhana,1
3,8962543,layak,0
3,2318918,semi permanen,1
9,5571535,tidak layak,1
2,6686139,sangat sederhana,0
9,6936171,tidak layak,0
1,2095769,layak,0
6,9112776,tidak layak,0
0,8824887,sangat sederhana,0
2,5892967,semi permanen,0
5,6084239,sangat sederhana,0
0,8245534,semi permanen,0
8,4537341,tidak layak,1
4,8128341,layak,0
6,6889770,semi permanen,0
4,8737081,semi permanen,0
3,7036797,tidak layak,0
8,8041582,sangat sederhana,0
4,4762155,semi permanen,1
0,6197961,semi permanen,0
2,5167630,semi permanen,0
4,6281588,sangat sederhana,0
2,7042753,sangat sederhana,0
8,3605730,semi permanen,1
8,4347913,tidak layak,1
0,8607308,sangat sederhana,0
6,2183165,semi permanen,1
9,7721790,tidak layak,0
8,3217281,layak,1
5,1735798,semi permanen,1
8,1294035,sangat sederhana,1
2,8718014,sangat sederhana,0
8,9644877,layak,0
2,2063369,layak,0
9,8951394,semi permanen,0
2,6393987,tidak layak,0
0,9827112,layak,0
6,3342973,sangat sederhana,1
0,8646127,tidak layak,0
5,1786693,semi permanen,1
5,1161812,tidak layak,1
2,7377496,layak,0
7,1552639,semi permanen,1
3,9986841,tidak layak,0
1,8129521,tidak layak,0
2,1121065,semi permanen,1
8,1885220,sangat sederhana,1
4,1462901,layak,0
0,9398214,layak,0
3,7456249,semi permanen,0
3,3102169,semi permanen,1
5,4308588,layak,1
9,9588638,semi permanen,0
2,7941869,semi permanen,0
1,4604411,semi permanen,1
1,9776291,semi permanen,0
8,8060229,sangat sederhana,0
3,4552747,sangat sederhana,1
4,1290523,sangat sederhana,1
9,1167745,layak,1
8,7550727,semi permanen,0
7,1600977,semi permanen,1
6,2391921,layak,1
7,4469342,layak,1
5,3122789,tidak layak,1
1,3300659,semi permanen,1
3,9302565,sangat sederhana,0
5,8636746,tidak layak,0
2,2689111,layak,0
9,8857692,sangat sederhana,0
3,4950755,sangat sederhana,1
6,2575823,semi permanen,1
1,3748286,semi permanen,1
2,2266313,layak,0
6,1891532,layak,1
9,5565945,layak,1
1,4054573,semi permanen,1
1,5568354,semi permanen,0
2,7008786,semi permanen,0
3,2263136,semi permanen,1
4,2237524,layak,1
6,7422813,tidak layak,0
4,1283140,layak,0
9,8690234,layak,0
6,1884762,tidak layak,1
7,9258279,tidak layak,0
1,3713590,layak,0
8,8862454,layak,0
7,3073466,tidak layak,1
4,3125129,layak,1
3,3074914,sangat sederhana,1
5,9344858,layak,0
3,9984258,layak,0
9,6529648,sangat sederhana,0
8,6710825,sangat sederhana,0
4,7253017,tidak layak,0
6,6848164,layak,0
2,3279478,tidak layak,1
4,8644762,tidak layak,0
4,9806511,layak,0
2,5210146,layak,0
0,9245657,layak,0
3,9963652,sangat sederhana,0
9,8440176,layak,0
9,8840277,semi permanen,0
3,3769695,tidak layak,1
3,8723717,layak,0
0,6772618,layak,0
2,7684718,layak,0
5,4675167,layak,1
8,7277907,layak,0
0,3248215,semi permanen,1
3,5700859,layak,0
4,1924775,sangat sederhana,1
0,3830589,semi permanen,1
3,6557032,tidak layak,0
8,8668403,tidak layak,0
4,6503243,tidak layak,0
3,9907642,tidak layak,0
7,8657464,semi permanen,0
9,1770309,tidak layak,1
1,7327544,layak,0
4,9531399,tidak layak,0
5,3075667,tidak layak,1
7,6568924,sangat sederhana,0
2,5563435,tidak layak,0
1,4044211,tidak layak,1
7,8346796,layak,0
1,7813784,sangat sederhana,0
1,1289707,layak,0
5,3604813,sangat sederhana,1
6,5102370,semi permanen,1
3,1633518,layak,0
3,5862028,tidak layak,0
8,6652768,sangat sederhana,0
3,8331329,tidak layak,0
4,3898457,sangat sederhana,1
3,7633977,semi permanen,0
4,1034184,sangat sederhana,1
2,3028988,layak,0
1,1879651,tidak layak,1
8,9318065,sangat sederhana,0
6,1296262,sangat sederhana,1
0,7540992,sangat sederhana,0
2,2897343,tidak layak,1
0,6606074,layak,0
8,8923501,layak,0
0,3147936,semi permanen,1
6,6437122,sangat sederhana,0
7,6975804,sangat sederhana,0
6,4557086,tidak layak,1
8,9565079,semi permanen,0
9,5783076,semi permanen,1
5,2660700,semi permanen,1
3,6834364,tidak layak,0
7,1700176,layak,1
2,1997224,semi permanen,1
9,6888686,layak,0
6,5985205,semi permanen,1
3,1951555,tidak layak,1
7,4299987,semi permanen,1
0,3660435,layak,0
4,5163503,tidak layak,0
2,6696036,sangat sederhana,0
3,6666870,sangat sederhana,0
7,1033586,layak,1
1,1840005,tidak layak,1
1,7283104,semi permanen,0
7,4308538,tidak layak,1
6,5457434,tidak layak,1
5,7118277,layak,0
1,8692629,layak,0
8,4455395,sangat sederhana,1
7,5324146,layak,1
6,6860040,tidak layak,0
5,6401705,sangat sederhana,0
8,2637670,semi permanen,1
7,7141444,tidak layak,0
5,9042936,layak,0
4,7240140,semi permanen,0
5,7487236,sangat sederhana,0
7,6968940,tidak layak,0
2,3111226,semi permanen,1
3,5593324,sangat sederhana,0
0,1196539,layak,0
6,6392721,sangat sederhana,0
6,6930153,semi permanen,0
3,8072924,tidak layak,0
8,8633214,semi permanen,0
4,3709947,semi permanen,1
4,9176325,tidak layak,0
0,6848999,layak,0
8,6917748,layak,0
3,3292898,semi permanen,1
2,4407134,layak,0
9,2473845,layak,1
6,3858679,tidak layak,1
8,3946827,semi permanen,1
9,3930865,layak,1
3,4542606,tidak layak,1
9,6436428,tidak layak,0
1,5630673,semi permanen,0
8,4597874,layak,1
0,7343825,tidak layak,0
2,8731901,semi permanen,0
3,1484059,layak,0
8,2037452,sangat sederhana,1
3,8111098,layak,0
5,9416044,tidak layak,0
2,7673188,layak,0
5,3470827,sangat sederhana,1
2,4756369,sangat sederhana,1
2,8653321,tidak layak,0
4,4670012,tidak layak,1
9,6698941,sangat sederhana,0
5,5559954,semi permanen,1
9,2406767,layak,1
7,7342077,layak,0
7,7831822,layak,0
3,9412696,layak,0
1,6083430,sangat sederhana,0
0,8227274,tidak layak,0
1,5651702,layak,0
0,2791461,layak,0
8,1968313,layak,1
7,6471672,layak,0
9,2829157,layak,1
6,5486442,tidak layak,1
4,5361820,layak,0
9,5152190,layak,1
0,6329408,layak,0
4,5435519,layak,0
0,9501548,tidak layak,0
1,4994968,tidak layak,1
8,3940545,sangat sederhana,1
0,3859304,sangat sederhana,1
7,5440174,semi permanen,1
6,3544002,sangat sederhana,1
9,1289807,sangat sederhana,1
9,4900838,semi permanen,1
2,6210996,tidak layak,0
4,6353101,tidak layak,0
4,8614426,semi permanen,0
7,5365833,layak,1
2,6679731,tidak layak,0
3,6286129,semi permanen,0
2,9338648,semi permanen,0
2,8510513,tidak layak,0
7,3492404,tidak layak,1
0,5499461,layak,0
0,7150134,sangat sederhana,0
1,2986630,sangat sederhana,1
9,1255347,layak,1
7,1943240,tidak layak,1
8,8253519,sangat sederhana,0
1,6701260,tidak layak,0
2,1119288,semi permanen,1
6,2834098,semi permanen,1
3,9336807,layak,0
7,4953697,sangat sederhana,1
3,8750624,tidak layak,0
6,5462034,semi permanen,1
3,9535854,semi permanen,0
9,5625793,semi permanen,1
4,2528308,layak,1
8,6636652,tidak layak,0
7,1433585,tidak layak,1
9,9042300,layak,0
3,5100070,layak,0
2,5588296,tidak layak,0
3,1117235,sangat sederhana,1
2,5252792,semi permanen,0
9,4799473,tidak layak,1
3,8853775,sangat sederhana,0
8,4020790,layak,1
9,9287352,sangat sederhana,0
8,9115796,tidak layak,0
4,5702295,sangat sederhana,0
6,9179686,sangat sederhana,0
4,5102609,tidak layak,0
8,1836164,layak,1
5,4678903,tidak layak,1
2,6212559,tidak layak,0
0,9995789,tidak layak,0
6,7840839,semi permanen,0
5,5829380,semi permanen,1
1,3992023,tidak layak,1
7,4978066,semi permanen,1
0,7114134,semi permanen,0
7,2370656,tidak layak,1
8,4148678,semi permanen,1
3,4626551,sangat sederhana,1
7,4984683,tidak layak,1
3,1363608,semi permanen,1
2,6209889,sangat sederhana,0
9,5755132,semi permanen,1
1,2071217,sangat sederhana,1
6,1558625,tidak layak,1
2,9326460,layak,0
5,9625689,semi permanen,0
9,3222306,semi permanen,1
9,5384305,sangat sederhana,1
5,8846784,sangat sederhana,0
7,3512831,layak,1
6,2499781,sangat sederhana,1
4,3514000,tidak layak,1
5,6225341,layak,0
5,4376672,sangat sederhana,1
1,2657588,semi permanen,1
5,9574749,sangat sederhana,0
8,3353867,sangat sederhana,1
5,7821562,tidak layak,0
7,8987882,sangat sederhana,0
7,2318462,tidak layak,1
2,2668739,tidak layak,1
5,7188692,semi permanen,0
9,5834439,sangat sederhana,1
0,5904631,sangat sederhana,0
2,7714390,semi permanen,0
7,7403408,layak,0
2,1622876,layak,0
9,9979701,sangat sederhana,0
5,9279627,layak,0
4,8869997,semi permanen,0
5,5359895,layak,1
2,3772470,semi permanen,1
0,4161469,layak,0
5,8951400,sangat sederhana,0
0,7833693,tidak layak,0
6,1867872,tidak layak,1
0,3189333,semi permanen,1
7,6064870,tidak layak,0
9,1894425,sangat sederhana,1
6,2614587,tidak layak,1
5,3148611,semi permanen,1
9,3226113,layak,1
2,6737379,tidak layak,0
2,1096353,semi permanen,1
3,6159718,tidak layak,0
8,1005044,tidak layak,1
1,8469395,layak,0
5,2905518,tidak layak,1
1,6133719,tidak layak,0
4,9194607,sangat sederhana,0
3,1381758,sangat sederhana,1
3,7541344,sangat sederhana,0
4,2838315,tidak layak,1
9,1898829,sangat sederhana,1
7,9826406,layak,0
6,7137448,layak,0
6,9090906,tidak layak,0
2,4930741,sangat sederhana,1
1,5156617,sangat sederhana,0
9,6436090,sangat sederhana,0
9,1395927,tidak layak,1
0,3519037,tidak layak,1
7,8573290,tidak layak,0
0,5511245,sangat sederhana,0
5,4392213,layak,1
0,4626231,sangat sederhana,1
8,7067075,semi permanen,0
5,2318347,semi permanen,1
1,2959997,semi permanen,1
6,5530332,tidak layak,1
7,5989230,layak,1
6,4829646,semi permanen,1
0,6954614,tidak layak,0
5,7054201,layak,0
2,9701782,semi permanen,0
6,6591034,semi permanen,0
0,7659921,sangat sederhana,0
6,7975228,semi permanen,0
6,2320468,sangat sederhana,1
7,8869286,semi permanen,0
8,4486776,semi permanen,1
4,6959769,layak,0
9,2114710,tidak layak,1
4,1188821,tidak layak,1
6,9293062,sangat sederhana,0
2,7521257,tidak layak,0
1,5739341,tidak layak,0
3,1695685,layak,0
2,2266306,layak,0
3,3732722,tidak layak,1
4,4492624,semi permanen,1
4,5917201,sangat sederhana,0
6,6999465,tidak layak,0
4,6516495,tidak layak,0
9,7073567,tidak layak,0
8,8043894,sangat sederhana,0
7,6093238,semi permanen,0
5,7487200,tidak layak,0
4,5080885,tidak layak,0
9,4968493,tidak layak,1
0,3082255,layak,0
9,5813729,tidak layak,1
2,9427975,sangat sederhana,0
2,6064068,tidak layak,0
7,8801265,semi permanen,0
2,1838142,layak,0
3,8573454,tidak layak,0
9,1831858,sangat sederhana,1
3,2681201,semi permanen,1
7,6632626,sangat sederhana,0
8,1636959,tidak layak,1
5,9584233,sangat sederhana,0
2,3430609,sangat sederhana,1
4,7001677,sangat sederhana,0
1,6956539,sangat sederhana,0
