jumlah_tanggungan,penghasilan,kondisi_rumah,layak_subsidi
3,5453802,tidak layak,1
3,9793163,tidak layak,1
1,6057571,tidak layak,0
6,4940146,layak,1
4,4278550,layak,0
1,7323705,sangat sederhana,0
4,3922297,layak,0
5,9368962,semi permanen,0
4,1324171,semi permanen,1
4,3788503,sangat sederhana,1
7,8229832,semi permanen,1
5,6830134,layak,0
2,5621894,tidak layak,0
1,8648214,tidak layak,0
7,4122221,sangat sederhana,0
4,8768129,tidak layak,1
7,5481342,layak,1
5,2852979,sangat sederhana,0
3,1799957,semi permanen,0
7,4627422,layak,0
3,7696344,layak,0
6,1190578,layak,1
5,7598826,semi permanen,0
2,5898059,semi permanen,0
3,7456322,semi permanen,0
2,5872262,tidak layak,0
3,1928219,tidak layak,0
7,817168,tidak layak,1
6,5718202,sangat sederhana,0
3,7791920,semi permanen,1
6,8878513,layak,0
2,6773617,layak,0
2,2322977,layak,1
1,9542839,layak,1
2,8250468,layak,0
6,2970956,layak,1
7,7416847,sangat sederhana,0
5,4997536,layak,0
2,8989034,layak,1
3,5354267,sangat sederhana,1
1,6628229,layak,0
1,7651118,tidak layak,1
3,3049696,layak,1
7,8053422,sangat sederhana,1
1,8622892,semi permanen,0
4,7906847,sangat sederhana,0
1,6708749,layak,0
7,5659884,tidak layak,1
1,5567425,layak,0
1,1467515,tidak layak,0
2,6038790,sangat sederhana,1
2,9457513,layak,1
6,944473,sangat sederhana,1
2,1360113,sangat sederhana,0
7,4171708,sangat sederhana,1
3,8730867,layak,0
2,5398206,tidak layak,0
6,9190947,tidak layak,0
4,2913503,semi permanen,0
5,8627994,tidak layak,1
5,7108627,layak,1
3,5193193,tidak layak,1
2,1642107,layak,0
2,975807,semi permanen,0
1,4163710,tidak layak,0
2,5696919,semi permanen,0
6,5585810,layak,1
4,1972787,tidak layak,1
4,6689051,sangat sederhana,0
3,3062628,tidak layak,0
7,4957996,sangat sederhana,0
3,1863805,semi permanen,1
6,8809136,semi permanen,1
4,1566864,tidak layak,0
3,2491225,layak,0
7,8858053,layak,1
2,9381866,layak,0
5,2648450,sangat sederhana,1
5,7049346,semi permanen,1
4,4063301,semi permanen,1
5,1681352,semi permanen,0
5,9481172,layak,1
7,7603440,tidak layak,1
3,8213300,layak,1
6,1359639,tidak layak,1
4,7166881,sangat sederhana,0
7,7477507,layak,0
1,7184340,layak,0
6,974235,semi permanen,1
7,1604447,layak,1
5,4823058,tidak layak,0
6,6234395,layak,0
4,4533642,layak,1
7,9961899,tidak layak,0
2,1607824,layak,1
2,9944100,tidak layak,0
4,4789230,sangat sederhana,0
4,7625022,tidak layak,1
5,3194829,layak,0
6,9565016,layak,1
6,8751925,layak,1
2,6873434,sangat sederhana,0
4,6220407,semi permanen,0
7,8989268,sangat sederhana,1
4,4979597,tidak layak,0
2,8898373,layak,0
4,6513464,tidak layak,1
5,5476233,sangat sederhana,1
2,7086765,sangat sederhana,1
6,8354779,semi permanen,0
3,2597953,layak,1
4,3398133,tidak layak,1
7,2110830,layak,0
5,3554515,layak,0
5,7182236,layak,1
5,879409,semi permanen,0
3,3604276,semi permanen,0
7,2397964,tidak layak,1
1,7698062,tidak layak,0
7,8533085,tidak layak,1
2,4499262,semi permanen,1
3,2898574,layak,1
4,9073503,layak,1
1,6348913,tidak layak,1
5,8942654,sangat sederhana,0
3,7138130,layak,0
7,915011,layak,0
2,9235397,layak,0
3,4898735,layak,0
6,9914181,sangat sederhana,1
5,7670443,tidak layak,0
1,3498983,layak,0
4,4164243,layak,0
2,6777265,sangat sederhana,1
1,2758191,semi permanen,0
5,6687069,tidak layak,1
6,3203886,tidak layak,0
1,4792891,layak,1
1,9151238,layak,0
6,8717397,tidak layak,0
2,4216227,tidak layak,1
6,9056632,tidak layak,0
1,572813,layak,1
6,5804175,sangat sederhana,1
1,7376469,sangat sederhana,0
4,9951804,tidak layak,0
5,4979701,semi permanen,1
4,5327543,sangat sederhana,1
7,2360347,sangat sederhana,1
2,9695487,tidak layak,0
7,8176523,tidak layak,0
1,2910153,layak,0
4,8640486,tidak layak,0
2,6065129,layak,1
3,9585689,layak,1
3,5790638,layak,0
7,3155815,layak,1
1,6288534,tidak layak,1
1,4238415,layak,1
7,7138215,tidak layak,1
4,7963881,semi permanen,0
2,4435904,layak,0
6,5757591,tidak layak,1
5,9265568,tidak layak,0
4,8857373,sangat sederhana,1
4,711852,tidak layak,1
1,786058,tidak layak,0
2,1516324,semi permanen,0
1,4040948,tidak layak,0
6,2284681,semi permanen,1
3,1166034,tidak layak,0
7,8751229,semi permanen,0
4,6488524,tidak layak,1
4,6113697,semi permanen,0
3,2139742,tidak layak,1
1,6219465,tidak layak,0
4,3553926,sangat sederhana,0
1,1862568,semi permanen,1
7,8498213,layak,1
1,5558061,sangat sederhana,1
1,5410625,tidak layak,1
5,626585,sangat sederhana,1
1,9371149,tidak layak,1
1,3101494,tidak layak,1
6,6765618,layak,1
2,4822855,layak,0
5,6215970,layak,1
3,2396843,sangat sederhana,0
4,6353155,tidak layak,0
6,5776015,semi permanen,1
1,8225766,layak,0
6,5631112,sangat sederhana,0
6,6341048,semi permanen,0
1,3273781,semi permanen,0
7,5705054,tidak layak,1
1,3061604,layak,1
7,6732885,tidak layak,0
2,2832539,semi permanen,1
7,4618598,layak,1
7,3540743,semi permanen,0
7,4254195,tidak layak,1
4,2151769,tidak layak,1
7,7132538,layak,1
6,4962773,tidak layak,1
1,1729577,tidak layak,1
4,1146598,sangat sederhana,1
6,6381839,tidak layak,0
1,1737104,layak,0
3,1852232,layak,0
6,702169,layak,0
6,3002141,sangat sederhana,1
2,4432821,semi permanen,1
4,7794441,semi permanen,1
1,4490908,semi permanen,0
5,9555134,sangat sederhana,1
3,2099926,layak,0
4,3981372,tidak layak,0
6,8564049,layak,0
5,1499332,layak,0
5,8547969,layak,1
7,1856366,layak,1
3,2361573,tidak layak,1
4,2864505,sangat sederhana,1
5,3351511,layak,0
2,2873380,tidak layak,0
3,8092861,tidak layak,1
5,7607140,tidak layak,0
3,1049978,tidak layak,0
7,7587003,layak,0
4,3051945,semi permanen,0
3,1154619,layak,0
6,1398901,sangat sederhana,0
6,5764951,layak,1
2,6197508,tidak layak,0
1,7104015,tidak layak,0
4,9090994,layak,0
3,4127060,semi permanen,1
1,2961766,tidak layak,0
4,7300218,tidak layak,1
4,4135984,layak,1
6,1215747,semi permanen,0
7,7118119,semi permanen,0
3,3413220,sangat sederhana,0
3,1548270,layak,0
5,4708960,tidak layak,1
7,4861943,layak,1
2,6407545,semi permanen,1
3,6727003,layak,1
6,2483036,sangat sederhana,1
4,1124845,tidak layak,0
1,8074122,tidak layak,1
5,907849,tidak layak,0
3,3138664,tidak layak,1
1,758317,layak,0
2,6724554,sangat sederhana,1
1,4545637,semi permanen,0
7,5214796,tidak layak,1
7,3265995,tidak layak,0
1,4756572,tidak layak,1
4,1414694,semi permanen,0
7,6114436,layak,0
4,5342183,tidak layak,1
3,5121795,sangat sederhana,1
1,5011804,semi permanen,0
6,8202803,semi permanen,0
1,8603318,semi permanen,0
5,4383524,layak,1
6,7222683,tidak layak,1
5,1882081,layak,1
5,4139584,sangat sederhana,1
2,7924691,tidak layak,1
5,4778047,semi permanen,1
1,594517,sangat sederhana,0
2,8461657,layak,0
5,6303139,semi permanen,1
6,7799034,sangat sederhana,0
4,7989829,semi permanen,0
5,1152584,sangat sederhana,0
4,6078730,semi permanen,1
5,2960431,layak,1
4,6828218,tidak layak,0
4,7598983,layak,1
4,2000249,sangat sederhana,0
3,8158321,sangat sederhana,1
6,3905714,layak,1
7,535916,semi permanen,0
5,4669542,tidak layak,1
3,6352795,tidak layak,0
6,9629116,tidak layak,0
5,9071218,layak,0
1,2055922,tidak layak,1
5,942729,sangat sederhana,0
1,1307224,layak,1
7,7703846,sangat sederhana,1
1,8114255,sangat sederhana,1
5,3401162,tidak layak,0
7,8822206,sangat sederhana,1
6,6789473,semi permanen,0
5,6399464,tidak layak,1
2,9110764,semi permanen,0
4,7258651,layak,1
1,5401456,tidak layak,1
3,9060362,layak,0
2,5588458,tidak layak,0
4,2686268,layak,0
1,1645332,semi permanen,0
7,2113500,tidak layak,1
6,6177016,tidak layak,0
4,7000224,layak,0
6,2627655,layak,0
3,5344104,layak,1
6,923572,tidak layak,0
3,4402520,semi permanen,0
5,5745632,tidak layak,0
4,3366418,sangat sederhana,1
7,6266040,tidak layak,0
7,2418687,tidak layak,0
3,4449907,layak,0
2,8621982,tidak layak,1
5,9340232,layak,1
4,961497,semi permanen,1
6,2189673,layak,1
7,9775376,semi permanen,0
4,3171598,tidak layak,1
7,734003,tidak layak,1
5,799332,tidak layak,1
2,9058965,semi permanen,0
4,4421905,sangat sederhana,1
1,9290033,tidak layak,0
7,3181078,tidak layak,0
1,1303624,layak,1
3,634054,layak,1
4,4699704,tidak layak,0
7,4361855,layak,1
5,7371267,tidak layak,0
3,9340720,layak,1
4,9275166,layak,0
1,3698785,semi permanen,1
2,9092799,layak,1
5,1874306,sangat sederhana,0
3,4174379,tidak layak,0
3,5242277,tidak layak,1
4,1324601,tidak layak,1
7,2410623,sangat sederhana,1
1,6161308,tidak layak,0
4,1060178,layak,0
3,2116418,semi permanen,0
6,5193217,layak,0
2,1176712,layak,0
5,9961781,tidak layak,0
1,6375988,layak,1
6,6057667,layak,1
1,9793767,semi permanen,0
5,3405955,tidak layak,0
5,7623135,sangat sederhana,1
6,4012513,sangat sederhana,0
1,2071793,layak,1
6,5320363,tidak layak,1
5,2475019,tidak layak,1
6,2645156,semi permanen,1
5,3740826,layak,0
3,7037380,tidak layak,1
4,5742278,semi permanen,1
1,6653534,layak,0
7,2962270,layak,0
3,5056366,layak,0
1,9167983,tidak layak,1
7,7795458,tidak layak,1
7,6061141,layak,0
2,3045551,tidak layak,0
1,8822672,tidak layak,1
4,3775376,layak,1
4,4503159,layak,1
4,6866500,semi permanen,0
3,7439137,layak,0
3,6091546,layak,0
6,6928412,layak,1
4,5118734,layak,1
7,7604727,layak,0
2,5175262,semi permanen,0
6,5765064,semi permanen,0
6,6549872,tidak layak,1
1,5129712,tidak layak,1
2,6644525,semi permanen,0
2,6872457,tidak layak,1
5,1358896,tidak layak,0
7,4941526,semi permanen,1
6,779817,semi permanen,0
6,9516633,sangat sederhana,1
7,7960709,layak,0
5,5755431,layak,0
7,2517739,tidak layak,1
7,6014998,semi permanen,0
1,5597077,layak,1
6,8815411,sangat sederhana,0
4,1505688,layak,1
4,3610290,sangat sederhana,1
7,4883610,semi permanen,0
5,7087489,layak,1
1,6848395,layak,1
4,9405942,sangat sederhana,1
6,3964324,sangat sederhana,1
7,8829231,semi permanen,1
7,3204842,tidak layak,1
5,1069641,layak,1
5,1151498,sangat sederhana,0
4,1823346,sangat sederhana,0
6,1663313,sangat sederhana,0
4,5016108,tidak layak,1
1,5555638,sangat sederhana,0
6,2041170,tidak layak,1
7,7105555,semi permanen,1
5,6794910,layak,0
7,5168789,layak,1
3,3857488,tidak layak,1
4,4469666,semi permanen,1
7,3240858,layak,0
2,7801387,tidak layak,0
5,7697545,layak,0
2,7502830,tidak layak,1
1,4986659,tidak layak,0
7,6290408,sangat sederhana,1
6,3121402,layak,0
6,2473732,layak,1
5,8597249,layak,1
6,4686533,tidak layak,0
6,939794,tidak layak,1
2,542416,layak,0
7,8414412,layak,1
2,7871970,layak,1
2,6224500,tidak layak,0
5,9464184,semi permanen,0
3,3232866,layak,0
6,3840441,semi permanen,0
3,7717560,semi permanen,0
2,9907967,tidak layak,0
4,752383,sangat sederhana,0
6,7691771,semi permanen,0
1,3643194,layak,1
1,2797553,sangat sederhana,1
1,5419963,semi permanen,0
3,1292122,layak,1
3,6889493,layak,0
3,1010148,layak,0
4,9085516,semi permanen,1
4,1670526,layak,1
3,1453025,tidak layak,0
6,972774,semi permanen,1
2,7913757,tidak layak,0
4,5728228,semi permanen,1
4,7081733,tidak layak,1
6,9354842,layak,0
1,883856,layak,1
4,2218613,semi permanen,1
2,2318029,tidak layak,0
7,8375599,semi permanen,1
7,6912894,layak,0
3,9460444,tidak layak,1
3,8619032,sangat sederhana,1
5,9714479,layak,1
5,7077073,sangat sederhana,1
5,8460502,semi permanen,1
5,4933495,tidak layak,0
3,6799994,sangat sederhana,1
4,3782750,layak,1
6,3421562,layak,1
7,2743405,semi permanen,1
2,5521061,layak,0
